"Number","day","ris_total","bts_total","age","gender","education","nation","week","ris_between","ris_within","bts_between","bts_within","ris_between_c","bts_between_c","ris_within_lag1","bts_within_lag1","ris_total_lag1","bts_total_lag1"
"J2",5,8,10,20,1,2,0,1,7.21428571428571,0.785714285714286,9.57142857142857,0.428571428571429,0.981036967922708,-1.31430297585709,-1.21428571428571,0.428571428571429,6,10
"J2",6,6,11,20,1,2,0,1,7.21428571428571,-1.21428571428571,9.57142857142857,1.42857142857143,0.981036967922708,-1.31430297585709,0.785714285714286,0.428571428571429,8,10
"J2",7,4,14,20,1,2,0,1,7.21428571428571,-3.21428571428571,9.57142857142857,4.42857142857143,0.981036967922708,-1.31430297585709,-1.21428571428571,1.42857142857143,6,11
"J2",8,6,12,20,1,2,0,2,7.21428571428571,-1.21428571428571,9.57142857142857,2.42857142857143,0.981036967922708,-1.31430297585709,-3.21428571428571,4.42857142857143,4,14
"J2",9,8,6,20,1,2,0,2,7.21428571428571,0.785714285714286,9.57142857142857,-3.57142857142857,0.981036967922708,-1.31430297585709,-1.21428571428571,2.42857142857143,6,12
"J2",10,7,9,20,1,2,0,2,7.21428571428571,-0.214285714285714,9.57142857142857,-0.571428571428571,0.981036967922708,-1.31430297585709,0.785714285714286,-3.57142857142857,8,6
"J2",11,4,6,20,1,2,0,2,7.21428571428571,-3.21428571428571,9.57142857142857,-3.57142857142857,0.981036967922708,-1.31430297585709,-0.214285714285714,-0.571428571428571,7,9
"J2",12,6,7,20,1,2,0,2,7.21428571428571,-1.21428571428571,9.57142857142857,-2.57142857142857,0.981036967922708,-1.31430297585709,-3.21428571428571,-3.57142857142857,4,6
"J2",13,12,8,20,1,2,0,2,7.21428571428571,4.78571428571429,9.57142857142857,-1.57142857142857,0.981036967922708,-1.31430297585709,-1.21428571428571,-2.57142857142857,6,7
"J2",14,6,9,20,1,2,0,2,7.21428571428571,-1.21428571428571,9.57142857142857,-0.571428571428571,0.981036967922708,-1.31430297585709,4.78571428571429,-1.57142857142857,12,8
"J20",1,8,11,19,0,2,0,1,7.15384615384615,0.846153846153846,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,NA,NA,NA,NA
"J20",2,8,12,19,0,2,0,1,7.15384615384615,0.846153846153846,11.9230769230769,0.0769230769230766,0.920597407483148,1.03734537579126,0.846153846153846,-0.923076923076923,8,11
"J20",3,6,11,19,0,2,0,1,7.15384615384615,-1.15384615384615,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,0.846153846153846,0.0769230769230766,8,12
"J20",4,8,11,19,0,2,0,1,7.15384615384615,0.846153846153846,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,-1.15384615384615,-0.923076923076923,6,11
"J20",5,6,12,19,0,2,0,1,7.15384615384615,-1.15384615384615,11.9230769230769,0.0769230769230766,0.920597407483148,1.03734537579126,0.846153846153846,-0.923076923076923,8,11
"J20",6,6,12,19,0,2,0,1,7.15384615384615,-1.15384615384615,11.9230769230769,0.0769230769230766,0.920597407483148,1.03734537579126,-1.15384615384615,0.0769230769230766,6,12
"J20",7,7,15,19,0,2,0,1,7.15384615384615,-0.153846153846154,11.9230769230769,3.07692307692308,0.920597407483148,1.03734537579126,-1.15384615384615,0.0769230769230766,6,12
"J20",8,6,11,19,0,2,0,2,7.15384615384615,-1.15384615384615,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,-0.153846153846154,3.07692307692308,7,15
"J20",9,6,12,19,0,2,0,2,7.15384615384615,-1.15384615384615,11.9230769230769,0.0769230769230766,0.920597407483148,1.03734537579126,-1.15384615384615,-0.923076923076923,6,11
"J20",10,NA,NA,19,0,2,0,2,7.15384615384615,NA,11.9230769230769,NA,0.920597407483148,1.03734537579126,-1.15384615384615,0.0769230769230766,6,12
"J20",11,10,11,19,0,2,0,2,7.15384615384615,2.84615384615385,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,NA,NA,NA,NA
"J20",12,6,11,19,0,2,0,2,7.15384615384615,-1.15384615384615,11.9230769230769,-0.923076923076923,0.920597407483148,1.03734537579126,2.84615384615385,-0.923076923076923,10,11
"J20",13,6,13,19,0,2,0,2,7.15384615384615,-1.15384615384615,11.9230769230769,1.07692307692308,0.920597407483148,1.03734537579126,-1.15384615384615,-0.923076923076923,6,11
"J20",14,10,13,19,0,2,0,2,7.15384615384615,2.84615384615385,11.9230769230769,1.07692307692308,0.920597407483148,1.03734537579126,-1.15384615384615,1.07692307692308,6,13
"J3",1,2,4,20,1,2,0,1,3.28571428571429,-1.28571428571429,6.42857142857143,-2.42857142857143,-2.94753446064872,-4.45716011871423,NA,NA,NA,NA
"J3",2,4,4,20,1,2,0,1,3.28571428571429,0.714285714285714,6.42857142857143,-2.42857142857143,-2.94753446064872,-4.45716011871423,-1.28571428571429,-2.42857142857143,2,4
"J3",3,4,7,20,1,2,0,1,3.28571428571429,0.714285714285714,6.42857142857143,0.571428571428571,-2.94753446064872,-4.45716011871423,0.714285714285714,-2.42857142857143,4,4
"J3",4,6,12,20,1,2,0,1,3.28571428571429,2.71428571428571,6.42857142857143,5.57142857142857,-2.94753446064872,-4.45716011871423,0.714285714285714,0.571428571428571,4,7
"J3",5,4,10,20,1,2,0,1,3.28571428571429,0.714285714285714,6.42857142857143,3.57142857142857,-2.94753446064872,-4.45716011871423,2.71428571428571,5.57142857142857,6,12
"J3",6,2,6,20,1,2,0,1,3.28571428571429,-1.28571428571429,6.42857142857143,-0.428571428571429,-2.94753446064872,-4.45716011871423,0.714285714285714,3.57142857142857,4,10
"J3",7,4,5,20,1,2,0,1,3.28571428571429,0.714285714285714,6.42857142857143,-1.42857142857143,-2.94753446064872,-4.45716011871423,-1.28571428571429,-0.428571428571429,2,6
"J3",8,2,5,20,1,2,0,2,3.28571428571429,-1.28571428571429,6.42857142857143,-1.42857142857143,-2.94753446064872,-4.45716011871423,0.714285714285714,-1.42857142857143,4,5
"J3",9,2,9,20,1,2,0,2,3.28571428571429,-1.28571428571429,6.42857142857143,2.57142857142857,-2.94753446064872,-4.45716011871423,-1.28571428571429,-1.42857142857143,2,5
"J3",10,2,4,20,1,2,0,2,3.28571428571429,-1.28571428571429,6.42857142857143,-2.42857142857143,-2.94753446064872,-4.45716011871423,-1.28571428571429,2.57142857142857,2,9
"J3",11,4,9,20,1,2,0,2,3.28571428571429,0.714285714285714,6.42857142857143,2.57142857142857,-2.94753446064872,-4.45716011871423,-1.28571428571429,-2.42857142857143,2,4
"J3",12,2,4,20,1,2,0,2,3.28571428571429,-1.28571428571429,6.42857142857143,-2.42857142857143,-2.94753446064872,-4.45716011871423,0.714285714285714,2.57142857142857,4,9
"J3",13,4,4,20,1,2,0,2,3.28571428571429,0.714285714285714,6.42857142857143,-2.42857142857143,-2.94753446064872,-4.45716011871423,-1.28571428571429,-2.42857142857143,2,4
"J3",14,4,7,20,1,2,0,2,3.28571428571429,0.714285714285714,6.42857142857143,0.571428571428571,-2.94753446064872,-4.45716011871423,0.714285714285714,-2.42857142857143,4,4
"J4",1,4,9,19,1,2,0,1,2.42857142857143,1.57142857142857,10.3571428571429,-1.35714285714286,-3.80467731779158,-0.528588690142804,NA,NA,NA,NA
"J4",2,4,8,19,1,2,0,1,2.42857142857143,1.57142857142857,10.3571428571429,-2.35714285714286,-3.80467731779158,-0.528588690142804,1.57142857142857,-1.35714285714286,4,9
"J4",3,4,11,19,1,2,0,1,2.42857142857143,1.57142857142857,10.3571428571429,0.642857142857142,-3.80467731779158,-0.528588690142804,1.57142857142857,-2.35714285714286,4,8
"J4",4,2,7,19,1,2,0,1,2.42857142857143,-0.428571428571428,10.3571428571429,-3.35714285714286,-3.80467731779158,-0.528588690142804,1.57142857142857,0.642857142857142,4,11
"J4",5,2,10,19,1,2,0,1,2.42857142857143,-0.428571428571428,10.3571428571429,-0.357142857142858,-3.80467731779158,-0.528588690142804,-0.428571428571428,-3.35714285714286,2,7
"J4",6,2,10,19,1,2,0,1,2.42857142857143,-0.428571428571428,10.3571428571429,-0.357142857142858,-3.80467731779158,-0.528588690142804,-0.428571428571428,-0.357142857142858,2,10
"J4",7,2,9,19,1,2,0,1,2.42857142857143,-0.428571428571428,10.3571428571429,-1.35714285714286,-3.80467731779158,-0.528588690142804,-0.428571428571428,-0.357142857142858,2,10
"J4",8,2,11,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,0.642857142857142,-3.80467731779158,-0.528588690142804,-0.428571428571428,-1.35714285714286,2,9
"J4",9,2,11,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,0.642857142857142,-3.80467731779158,-0.528588690142804,-0.428571428571428,0.642857142857142,2,11
"J4",10,2,12,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,1.64285714285714,-3.80467731779158,-0.528588690142804,-0.428571428571428,0.642857142857142,2,11
"J4",11,2,13,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,2.64285714285714,-3.80467731779158,-0.528588690142804,-0.428571428571428,1.64285714285714,2,12
"J4",12,2,10,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,-0.357142857142858,-3.80467731779158,-0.528588690142804,-0.428571428571428,2.64285714285714,2,13
"J4",13,2,12,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,1.64285714285714,-3.80467731779158,-0.528588690142804,-0.428571428571428,-0.357142857142858,2,10
"J4",14,2,12,19,1,2,0,2,2.42857142857143,-0.428571428571428,10.3571428571429,1.64285714285714,-3.80467731779158,-0.528588690142804,-0.428571428571428,1.64285714285714,2,12
"J5",1,5,11,19,1,2,0,1,4.35714285714286,0.642857142857143,12.6428571428571,-1.64285714285714,-1.87610588922015,1.75712559557148,NA,NA,NA,NA
"J5",2,4,12,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,0.642857142857143,-1.64285714285714,5,11
"J5",3,4,15,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,2.35714285714286,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",4,4,12,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,-0.357142857142857,2.35714285714286,4,15
"J5",5,4,12,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",6,4,12,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",7,4,13,19,1,2,0,1,4.35714285714286,-0.357142857142857,12.6428571428571,0.357142857142858,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",8,8,13,19,1,2,0,2,4.35714285714286,3.64285714285714,12.6428571428571,0.357142857142858,-1.87610588922015,1.75712559557148,-0.357142857142857,0.357142857142858,4,13
"J5",9,4,12,19,1,2,0,2,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,3.64285714285714,0.357142857142858,8,13
"J5",10,4,12,19,1,2,0,2,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",11,4,12,19,1,2,0,2,4.35714285714286,-0.357142857142857,12.6428571428571,-0.642857142857142,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",12,8,13,19,1,2,0,2,4.35714285714286,3.64285714285714,12.6428571428571,0.357142857142858,-1.87610588922015,1.75712559557148,-0.357142857142857,-0.642857142857142,4,12
"J5",13,2,15,19,1,2,0,2,4.35714285714286,-2.35714285714286,12.6428571428571,2.35714285714286,-1.87610588922015,1.75712559557148,3.64285714285714,0.357142857142858,8,13
"J5",14,2,13,19,1,2,0,2,4.35714285714286,-2.35714285714286,12.6428571428571,0.357142857142858,-1.87610588922015,1.75712559557148,-2.35714285714286,2.35714285714286,2,15
"J6",1,7,10,19,1,2,0,1,7.78571428571429,-0.785714285714286,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,NA,NA,NA,NA
"J6",2,2,9,19,1,2,0,1,7.78571428571429,-5.78571428571429,10.7857142857143,-1.78571428571429,1.55246553935128,-0.100017261571375,-0.785714285714286,-0.785714285714286,7,10
"J6",3,8,9,19,1,2,0,1,7.78571428571429,0.214285714285714,10.7857142857143,-1.78571428571429,1.55246553935128,-0.100017261571375,-5.78571428571429,-1.78571428571429,2,9
"J6",4,8,13,19,1,2,0,1,7.78571428571429,0.214285714285714,10.7857142857143,2.21428571428571,1.55246553935128,-0.100017261571375,0.214285714285714,-1.78571428571429,8,9
"J6",5,10,10,19,1,2,0,1,7.78571428571429,2.21428571428571,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,0.214285714285714,2.21428571428571,8,13
"J6",6,8,10,19,1,2,0,1,7.78571428571429,0.214285714285714,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,2.21428571428571,-0.785714285714286,10,10
"J6",7,2,13,19,1,2,0,1,7.78571428571429,-5.78571428571429,10.7857142857143,2.21428571428571,1.55246553935128,-0.100017261571375,0.214285714285714,-0.785714285714286,8,10
"J6",8,8,13,19,1,2,0,2,7.78571428571429,0.214285714285714,10.7857142857143,2.21428571428571,1.55246553935128,-0.100017261571375,-5.78571428571429,2.21428571428571,2,13
"J6",9,8,10,19,1,2,0,2,7.78571428571429,0.214285714285714,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,0.214285714285714,2.21428571428571,8,13
"J6",10,8,10,19,1,2,0,2,7.78571428571429,0.214285714285714,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,0.214285714285714,-0.785714285714286,8,10
"J6",11,12,12,19,1,2,0,2,7.78571428571429,4.21428571428571,10.7857142857143,1.21428571428571,1.55246553935128,-0.100017261571375,0.214285714285714,-0.785714285714286,8,10
"J6",12,10,10,19,1,2,0,2,7.78571428571429,2.21428571428571,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,4.21428571428571,1.21428571428571,12,12
"J6",13,10,12,19,1,2,0,2,7.78571428571429,2.21428571428571,10.7857142857143,1.21428571428571,1.55246553935128,-0.100017261571375,2.21428571428571,-0.785714285714286,10,10
"J6",14,8,10,19,1,2,0,2,7.78571428571429,0.214285714285714,10.7857142857143,-0.785714285714286,1.55246553935128,-0.100017261571375,2.21428571428571,1.21428571428571,10,12
"J7",1,10,11,19,1,2,0,1,6,4,7.78571428571429,3.21428571428571,-0.233248746363007,-3.10001726157138,NA,NA,NA,NA
"J7",2,12,12,19,1,2,0,1,6,6,7.78571428571429,4.21428571428571,-0.233248746363007,-3.10001726157138,4,3.21428571428571,10,11
"J7",3,12,8,19,1,2,0,1,6,6,7.78571428571429,0.214285714285714,-0.233248746363007,-3.10001726157138,6,4.21428571428571,12,12
"J7",4,8,8,19,1,2,0,1,6,2,7.78571428571429,0.214285714285714,-0.233248746363007,-3.10001726157138,6,0.214285714285714,12,8
"J7",5,4,6,19,1,2,0,1,6,-2,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,2,0.214285714285714,8,8
"J7",6,8,6,19,1,2,0,1,6,2,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,-2,-1.78571428571429,4,6
"J7",7,8,7,19,1,2,0,1,6,2,7.78571428571429,-0.785714285714286,-0.233248746363007,-3.10001726157138,2,-1.78571428571429,8,6
"J7",8,4,10,19,1,2,0,2,6,-2,7.78571428571429,2.21428571428571,-0.233248746363007,-3.10001726157138,2,-0.785714285714286,8,7
"J7",9,2,6,19,1,2,0,2,6,-4,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,-2,2.21428571428571,4,10
"J7",10,4,6,19,1,2,0,2,6,-2,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,-4,-1.78571428571429,2,6
"J7",11,2,6,19,1,2,0,2,6,-4,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,-2,-1.78571428571429,4,6
"J7",12,4,6,19,1,2,0,2,6,-2,7.78571428571429,-1.78571428571429,-0.233248746363007,-3.10001726157138,-4,-1.78571428571429,2,6
"J7",13,2,3,19,1,2,0,2,6,-4,7.78571428571429,-4.78571428571429,-0.233248746363007,-3.10001726157138,-2,-1.78571428571429,4,6
"J7",14,4,14,19,1,2,0,2,6,-2,7.78571428571429,6.21428571428571,-0.233248746363007,-3.10001726157138,-4,-4.78571428571429,2,3
"J8",1,8,16,19,1,2,0,1,8.28571428571429,-0.285714285714286,12.7857142857143,3.21428571428571,2.05246553935128,1.89998273842862,NA,NA,NA,NA
"J8",2,8,13,19,1,2,0,1,8.28571428571429,-0.285714285714286,12.7857142857143,0.214285714285714,2.05246553935128,1.89998273842862,-0.285714285714286,3.21428571428571,8,16
"J8",3,8,12,19,1,2,0,1,8.28571428571429,-0.285714285714286,12.7857142857143,-0.785714285714286,2.05246553935128,1.89998273842862,-0.285714285714286,0.214285714285714,8,13
"J8",4,8,13,19,1,2,0,1,8.28571428571429,-0.285714285714286,12.7857142857143,0.214285714285714,2.05246553935128,1.89998273842862,-0.285714285714286,-0.785714285714286,8,12
"J8",5,8,12,19,1,2,0,1,8.28571428571429,-0.285714285714286,12.7857142857143,-0.785714285714286,2.05246553935128,1.89998273842862,-0.285714285714286,0.214285714285714,8,13
