"Number","day","ris_total","bts_total","age","gender","education","nation","week","ris_between","ris_within","bts_between","bts_within","ris_between_c","bts_between_c","ris_within_lag1","bts_within_lag1","ris_total_lag1","bts_total_lag1"
"E4",5,10,13,20,0,2,0,1,8.71428571428571,1.28571428571429,11.9285714285714,1.07142857142857,2.48103696792271,1.04283988128577,1.28571428571429,0.0714285714285712,10,12
"E4",6,8,12,20,0,2,0,1,8.71428571428571,-0.714285714285714,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,1.28571428571429,1.07142857142857,10,13
"E4",7,9,12,20,0,2,0,1,8.71428571428571,0.285714285714286,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,-0.714285714285714,0.0714285714285712,8,12
"E4",8,8,11,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,-0.928571428571429,2.48103696792271,1.04283988128577,0.285714285714286,0.0714285714285712,9,12
"E4",9,8,12,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,-0.714285714285714,-0.928571428571429,8,11
"E4",10,8,13,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,1.07142857142857,2.48103696792271,1.04283988128577,-0.714285714285714,0.0714285714285712,8,12
"E4",11,8,12,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,-0.714285714285714,1.07142857142857,8,13
"E4",12,8,12,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,-0.714285714285714,0.0714285714285712,8,12
"E4",13,8,9,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,-2.92857142857143,2.48103696792271,1.04283988128577,-0.714285714285714,0.0714285714285712,8,12
"E4",14,8,12,20,0,2,0,2,8.71428571428571,-0.714285714285714,11.9285714285714,0.0714285714285712,2.48103696792271,1.04283988128577,-0.714285714285714,-2.92857142857143,8,9
"E5",1,7,9,20,0,2,0,1,7.75,-0.75,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,NA,NA,NA,NA
"E5",2,9,9,20,0,2,0,1,7.75,1.25,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,-0.75,-0.666666666666666,7,9
"E5",3,8,8,20,0,2,0,1,7.75,0.25,9.66666666666667,-1.66666666666667,1.51675125363699,-1.219064880619,1.25,-0.666666666666666,9,9
"E5",4,9,10,20,0,2,0,1,7.75,1.25,9.66666666666667,0.333333333333334,1.51675125363699,-1.219064880619,0.25,-1.66666666666667,8,8
"E5",5,NA,NA,20,0,2,0,1,7.75,NA,9.66666666666667,NA,1.51675125363699,-1.219064880619,1.25,0.333333333333334,9,10
"E5",6,6,9,20,0,2,0,1,7.75,-1.75,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,NA,NA,NA,NA
"E5",7,NA,NA,20,0,2,0,1,7.75,NA,9.66666666666667,NA,1.51675125363699,-1.219064880619,-1.75,-0.666666666666666,6,9
"E5",8,8,9,20,0,2,0,2,7.75,0.25,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,NA,NA,NA,NA
"E5",9,8,11,20,0,2,0,2,7.75,0.25,9.66666666666667,1.33333333333333,1.51675125363699,-1.219064880619,0.25,-0.666666666666666,8,9
"E5",10,8,12,20,0,2,0,2,7.75,0.25,9.66666666666667,2.33333333333333,1.51675125363699,-1.219064880619,0.25,1.33333333333333,8,11
"E5",11,6,9,20,0,2,0,2,7.75,-1.75,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,0.25,2.33333333333333,8,12
"E5",12,8,11,20,0,2,0,2,7.75,0.25,9.66666666666667,1.33333333333333,1.51675125363699,-1.219064880619,-1.75,-0.666666666666666,6,9
"E5",13,8,10,20,0,2,0,2,7.75,0.25,9.66666666666667,0.333333333333334,1.51675125363699,-1.219064880619,0.25,1.33333333333333,8,11
"E5",14,8,9,20,0,2,0,2,7.75,0.25,9.66666666666667,-0.666666666666666,1.51675125363699,-1.219064880619,0.25,0.333333333333334,8,10
"E6",1,8,12,22,0,2,0,1,7.84615384615385,0.153846153846154,11.3076923076923,0.692307692307692,1.61290509979084,0.421960760406646,NA,NA,NA,NA
"E6",2,8,11,22,0,2,0,1,7.84615384615385,0.153846153846154,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,0.153846153846154,0.692307692307692,8,12
"E6",3,9,11,22,0,2,0,1,7.84615384615385,1.15384615384615,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,0.153846153846154,-0.307692307692308,8,11
"E6",4,9,11,22,0,2,0,1,7.84615384615385,1.15384615384615,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,1.15384615384615,-0.307692307692308,9,11
"E6",5,9,11,22,0,2,0,1,7.84615384615385,1.15384615384615,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,1.15384615384615,-0.307692307692308,9,11
"E6",6,NA,NA,22,0,2,0,1,7.84615384615385,NA,11.3076923076923,NA,1.61290509979084,0.421960760406646,1.15384615384615,-0.307692307692308,9,11
"E6",7,11,11,22,0,2,0,1,7.84615384615385,3.15384615384615,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,NA,NA,NA,NA
"E6",8,11,12,22,0,2,0,2,7.84615384615385,3.15384615384615,11.3076923076923,0.692307692307692,1.61290509979084,0.421960760406646,3.15384615384615,-0.307692307692308,11,11
"E6",9,6,11,22,0,2,0,2,7.84615384615385,-1.84615384615385,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,3.15384615384615,0.692307692307692,11,12
"E6",10,9,12,22,0,2,0,2,7.84615384615385,1.15384615384615,11.3076923076923,0.692307692307692,1.61290509979084,0.421960760406646,-1.84615384615385,-0.307692307692308,6,11
"E6",11,5,12,22,0,2,0,2,7.84615384615385,-2.84615384615385,11.3076923076923,0.692307692307692,1.61290509979084,0.421960760406646,1.15384615384615,0.692307692307692,9,12
"E6",12,6,11,22,0,2,0,2,7.84615384615385,-1.84615384615385,11.3076923076923,-0.307692307692308,1.61290509979084,0.421960760406646,-2.84615384615385,0.692307692307692,5,12
"E6",13,6,12,22,0,2,0,2,7.84615384615385,-1.84615384615385,11.3076923076923,0.692307692307692,1.61290509979084,0.421960760406646,-1.84615384615385,-0.307692307692308,6,11
"E6",14,5,10,22,0,2,0,2,7.84615384615385,-2.84615384615385,11.3076923076923,-1.30769230769231,1.61290509979084,0.421960760406646,-1.84615384615385,0.692307692307692,6,12
"E8",1,5,12,20,1,2,0,1,3.5,1.5,8.14285714285714,3.85714285714286,-2.73324874636301,-2.74287440442852,NA,NA,NA,NA
"E8",2,4,14,20,1,2,0,1,3.5,0.5,8.14285714285714,5.85714285714286,-2.73324874636301,-2.74287440442852,1.5,3.85714285714286,5,12
"E8",3,2,15,20,1,2,0,1,3.5,-1.5,8.14285714285714,6.85714285714286,-2.73324874636301,-2.74287440442852,0.5,5.85714285714286,4,14
"E8",4,2,7,20,1,2,0,1,3.5,-1.5,8.14285714285714,-1.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,6.85714285714286,2,15
"E8",5,2,5,20,1,2,0,1,3.5,-1.5,8.14285714285714,-3.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-1.14285714285714,2,7
"E8",6,2,5,20,1,2,0,1,3.5,-1.5,8.14285714285714,-3.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-3.14285714285714,2,5
"E8",7,2,6,20,1,2,0,1,3.5,-1.5,8.14285714285714,-2.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-3.14285714285714,2,5
"E8",8,8,4,20,1,2,0,2,3.5,4.5,8.14285714285714,-4.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-2.14285714285714,2,6
"E8",9,2,8,20,1,2,0,2,3.5,-1.5,8.14285714285714,-0.142857142857142,-2.73324874636301,-2.74287440442852,4.5,-4.14285714285714,8,4
"E8",10,2,5,20,1,2,0,2,3.5,-1.5,8.14285714285714,-3.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-0.142857142857142,2,8
"E8",11,2,5,20,1,2,0,2,3.5,-1.5,8.14285714285714,-3.14285714285714,-2.73324874636301,-2.74287440442852,-1.5,-3.14285714285714,2,5
"E8",12,12,10,20,1,2,0,2,3.5,8.5,8.14285714285714,1.85714285714286,-2.73324874636301,-2.74287440442852,-1.5,-3.14285714285714,2,5
"E8",13,2,7,20,1,2,0,2,3.5,-1.5,8.14285714285714,-1.14285714285714,-2.73324874636301,-2.74287440442852,8.5,1.85714285714286,12,10
"E8",14,2,11,20,1,2,0,2,3.5,-1.5,8.14285714285714,2.85714285714286,-2.73324874636301,-2.74287440442852,-1.5,-1.14285714285714,2,7
"E9",1,2,5,21,0,2,0,1,6.23076923076923,-4.23076923076923,10.1538461538462,-5.15384615384615,-0.00247951559377579,-0.731885393439509,NA,NA,NA,NA
"E9",2,11,14,21,0,2,0,1,6.23076923076923,4.76923076923077,10.1538461538462,3.84615384615385,-0.00247951559377579,-0.731885393439509,-4.23076923076923,-5.15384615384615,2,5
"E9",3,6,11,21,0,2,0,1,6.23076923076923,-0.230769230769231,10.1538461538462,0.846153846153847,-0.00247951559377579,-0.731885393439509,4.76923076923077,3.84615384615385,11,14
"E9",4,8,9,21,0,2,0,1,6.23076923076923,1.76923076923077,10.1538461538462,-1.15384615384615,-0.00247951559377579,-0.731885393439509,-0.230769230769231,0.846153846153847,6,11
"E9",5,7,12,21,0,2,0,1,6.23076923076923,0.769230769230769,10.1538461538462,1.84615384615385,-0.00247951559377579,-0.731885393439509,1.76923076923077,-1.15384615384615,8,9
"E9",6,3,9,21,0,2,0,1,6.23076923076923,-3.23076923076923,10.1538461538462,-1.15384615384615,-0.00247951559377579,-0.731885393439509,0.769230769230769,1.84615384615385,7,12
"E9",7,5,7,21,0,2,0,1,6.23076923076923,-1.23076923076923,10.1538461538462,-3.15384615384615,-0.00247951559377579,-0.731885393439509,-3.23076923076923,-1.15384615384615,3,9
"E9",8,2,11,21,0,2,0,2,6.23076923076923,-4.23076923076923,10.1538461538462,0.846153846153847,-0.00247951559377579,-0.731885393439509,-1.23076923076923,-3.15384615384615,5,7
"E9",9,NA,NA,21,0,2,0,2,6.23076923076923,NA,10.1538461538462,NA,-0.00247951559377579,-0.731885393439509,-4.23076923076923,0.846153846153847,2,11
"E9",10,6,11,21,0,2,0,2,6.23076923076923,-0.230769230769231,10.1538461538462,0.846153846153847,-0.00247951559377579,-0.731885393439509,NA,NA,NA,NA
"E9",11,8,10,21,0,2,0,2,6.23076923076923,1.76923076923077,10.1538461538462,-0.153846153846153,-0.00247951559377579,-0.731885393439509,-0.230769230769231,0.846153846153847,6,11
"E9",12,7,12,21,0,2,0,2,6.23076923076923,0.769230769230769,10.1538461538462,1.84615384615385,-0.00247951559377579,-0.731885393439509,1.76923076923077,-0.153846153846153,8,10
"E9",13,8,11,21,0,2,0,2,6.23076923076923,1.76923076923077,10.1538461538462,0.846153846153847,-0.00247951559377579,-0.731885393439509,0.769230769230769,1.84615384615385,7,12
"E9",14,8,10,21,0,2,0,2,6.23076923076923,1.76923076923077,10.1538461538462,-0.153846153846153,-0.00247951559377579,-0.731885393439509,1.76923076923077,0.846153846153847,8,11
"F1",1,8,12,19,1,2,0,1,7.92857142857143,0.0714285714285712,13.5714285714286,-1.57142857142857,1.69532268220842,2.68569702414291,NA,NA,NA,NA
"F1",2,6,12,19,1,2,0,1,7.92857142857143,-1.92857142857143,13.5714285714286,-1.57142857142857,1.69532268220842,2.68569702414291,0.0714285714285712,-1.57142857142857,8,12
"F1",3,10,13,19,1,2,0,1,7.92857142857143,2.07142857142857,13.5714285714286,-0.571428571428571,1.69532268220842,2.68569702414291,-1.92857142857143,-1.57142857142857,6,12
"F1",4,10,14,19,1,2,0,1,7.92857142857143,2.07142857142857,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,2.07142857142857,-0.571428571428571,10,13
"F1",5,10,13,19,1,2,0,1,7.92857142857143,2.07142857142857,13.5714285714286,-0.571428571428571,1.69532268220842,2.68569702414291,2.07142857142857,0.428571428571429,10,14
"F1",6,8,14,19,1,2,0,1,7.92857142857143,0.0714285714285712,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,2.07142857142857,-0.571428571428571,10,13
"F1",7,7,15,19,1,2,0,1,7.92857142857143,-0.928571428571429,13.5714285714286,1.42857142857143,1.69532268220842,2.68569702414291,0.0714285714285712,0.428571428571429,8,14
"F1",8,10,13,19,1,2,0,2,7.92857142857143,2.07142857142857,13.5714285714286,-0.571428571428571,1.69532268220842,2.68569702414291,-0.928571428571429,1.42857142857143,7,15
"F1",9,6,14,19,1,2,0,2,7.92857142857143,-1.92857142857143,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,2.07142857142857,-0.571428571428571,10,13
"F1",10,6,14,19,1,2,0,2,7.92857142857143,-1.92857142857143,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,-1.92857142857143,0.428571428571429,6,14
"F1",11,6,14,19,1,2,0,2,7.92857142857143,-1.92857142857143,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,-1.92857142857143,0.428571428571429,6,14
"F1",12,6,14,19,1,2,0,2,7.92857142857143,-1.92857142857143,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,-1.92857142857143,0.428571428571429,6,14
"F1",13,10,14,19,1,2,0,2,7.92857142857143,2.07142857142857,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,-1.92857142857143,0.428571428571429,6,14
"F1",14,8,14,19,1,2,0,2,7.92857142857143,0.0714285714285712,13.5714285714286,0.428571428571429,1.69532268220842,2.68569702414291,2.07142857142857,0.428571428571429,10,14
"F11",1,NA,NA,22,0,2,0,1,9.75,NA,11.75,NA,3.51675125363699,0.864268452714338,NA,NA,NA,NA
"F11",2,9,10,22,0,2,0,1,9.75,-0.75,11.75,-1.75,3.51675125363699,0.864268452714338,NA,NA,NA,NA
"F11",3,11,11,22,0,2,0,1,9.75,1.25,11.75,-0.75,3.51675125363699,0.864268452714338,-0.75,-1.75,9,10
"F11",5,NA,NA,22,0,2,0,1,9.75,NA,11.75,NA,3.51675125363699,0.864268452714338,NA,NA,NA,NA
"F11",6,10,13,22,0,2,0,1,9.75,0.25,11.75,1.25,3.51675125363699,0.864268452714338,NA,NA,NA,NA
"F11",8,9,13,22,0,2,0,2,9.75,-0.75,11.75,1.25,3.51675125363699,0.864268452714338,NA,NA,NA,NA
"F12",1,10,15,20,1,2,1,1,9.23076923076923,0.76923076923077,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,NA,NA,NA,NA
"F12",2,10,15,20,1,2,1,1,9.23076923076923,0.76923076923077,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,0.76923076923077,0.153846153846153,10,15
"F12",3,10,16,20,1,2,1,1,9.23076923076923,0.76923076923077,14.8461538461538,1.15384615384615,2.99752048440622,3.96042229886818,0.76923076923077,0.153846153846153,10,15
"F12",4,8,14,20,1,2,1,1,9.23076923076923,-1.23076923076923,14.8461538461538,-0.846153846153847,2.99752048440622,3.96042229886818,0.76923076923077,1.15384615384615,10,16
"F12",5,8,13,20,1,2,1,1,9.23076923076923,-1.23076923076923,14.8461538461538,-1.84615384615385,2.99752048440622,3.96042229886818,-1.23076923076923,-0.846153846153847,8,14
"F12",6,8,15,20,1,2,1,1,9.23076923076923,-1.23076923076923,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,-1.23076923076923,-1.84615384615385,8,13
"F12",7,NA,NA,20,1,2,1,1,9.23076923076923,NA,14.8461538461538,NA,2.99752048440622,3.96042229886818,-1.23076923076923,0.153846153846153,8,15
"F12",8,10,15,20,1,2,1,2,9.23076923076923,0.76923076923077,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,NA,NA,NA,NA
"F12",9,12,17,20,1,2,1,2,9.23076923076923,2.76923076923077,14.8461538461538,2.15384615384615,2.99752048440622,3.96042229886818,0.76923076923077,0.153846153846153,10,15
"F12",10,6,13,20,1,2,1,2,9.23076923076923,-3.23076923076923,14.8461538461538,-1.84615384615385,2.99752048440622,3.96042229886818,2.76923076923077,2.15384615384615,12,17
"F12",11,10,15,20,1,2,1,2,9.23076923076923,0.76923076923077,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,-3.23076923076923,-1.84615384615385,6,13
"F12",12,10,15,20,1,2,1,2,9.23076923076923,0.76923076923077,14.8461538461538,0.153846153846153,2.99752048440622,3.96042229886818,0.76923076923077,0.153846153846153,10,15
"F12",13,8,16,20,1,2,1,2,9.23076923076923,-1.23076923076923,14.8461538461538,1.15384615384615,2.99752048440622,3.96042229886818,0.76923076923077,0.153846153846153,10,15
"F12",14,10,14,20,1,2,1,2,9.23076923076923,0.76923076923077,14.8461538461538,-0.846153846153847,2.99752048440622,3.96042229886818,-1.23076923076923,1.15384615384615,8,16
"F14",1,11,12,21,1,2,0,1,3.78571428571429,7.21428571428571,12.6428571428571,-0.642857142857142,-2.44753446064872,1.75712559557148,NA,NA,NA,NA
"F14",2,4,14,21,1,2,0,1,3.78571428571429,0.214285714285714,12.6428571428571,1.35714285714286,-2.44753446064872,1.75712559557148,7.21428571428571,-0.642857142857142,11,12
"F14",3,3,16,21,1,2,0,1,3.78571428571429,-0.785714285714286,12.6428571428571,3.35714285714286,-2.44753446064872,1.75712559557148,0.214285714285714,1.35714285714286,4,14
"F14",4,3,14,21,1,2,0,1,3.78571428571429,-0.785714285714286,12.6428571428571,1.35714285714286,-2.44753446064872,1.75712559557148,-0.785714285714286,3.35714285714286,3,16
"F14",5,3,15,21,1,2,0,1,3.78571428571429,-0.785714285714286,12.6428571428571,2.35714285714286,-2.44753446064872,1.75712559557148,-0.785714285714286,1.35714285714286,3,14
"F14",6,3,14,21,1,2,0,1,3.78571428571429,-0.785714285714286,12.6428571428571,1.35714285714286,-2.44753446064872,1.75712559557148,-0.785714285714286,2.35714285714286,3,15
"F14",7,3,12,21,1,2,0,1,3.78571428571429,-0.785714285714286,12.6428571428571,-0.642857142857142,-2.44753446064872,1.75712559557148,-0.785714285714286,1.35714285714286,3,14
"F14",8,5,11,21,1,2,0,2,3.78571428571429,1.21428571428571,12.6428571428571,-1.64285714285714,-2.44753446064872,1.75712559557148,-0.785714285714286,-0.642857142857142,3,12
"F14",9,3,15,21,1,2,0,2,3.78571428571429,-0.785714285714286,12.6428571428571,2.35714285714286,-2.44753446064872,1.75712559557148,1.21428571428571,-1.64285714285714,5,11
"F14",10,3,12,21,1,2,0,2,3.78571428571429,-0.785714285714286,12.6428571428571,-0.642857142857142,-2.44753446064872,1.75712559557148,-0.785714285714286,2.35714285714286,3,15
"F14",11,3,9,21,1,2,0,2,3.78571428571429,-0.785714285714286,12.6428571428571,-3.64285714285714,-2.44753446064872,1.75712559557148,-0.785714285714286,-0.642857142857142,3,12
"F14",12,4,9,21,1,2,0,2,3.78571428571429,0.214285714285714,12.6428571428571,-3.64285714285714,-2.44753446064872,1.75712559557148,-0.785714285714286,-3.64285714285714,3,9
"F14",13,3,10,21,1,2,0,2,3.78571428571429,-0.785714285714286,12.6428571428571,-2.64285714285714,-2.44753446064872,1.75712559557148,0.214285714285714,-3.64285714285714,4,9
"F14",14,2,14,21,1,2,0,2,3.78571428571429,-1.78571428571429,12.6428571428571,1.35714285714286,-2.44753446064872,1.75712559557148,-0.785714285714286,-2.64285714285714,3,10
"F16",1,5,11,21,0,2,0,1,3.92857142857143,1.07142857142857,8.71428571428571,2.28571428571429,-2.30467731779158,-2.17144583299995,NA,NA,NA,NA
"F16",2,5,8,21,0,2,0,1,3.92857142857143,1.07142857142857,8.71428571428571,-0.714285714285714,-2.30467731779158,-2.17144583299995,1.07142857142857,2.28571428571429,5,11
"F16",3,4,10,21,0,2,0,1,3.92857142857143,0.0714285714285716,8.71428571428571,1.28571428571429,-2.30467731779158,-2.17144583299995,1.07142857142857,-0.714285714285714,5,8
"F16",4,5,9,21,0,2,0,1,3.92857142857143,1.07142857142857,8.71428571428571,0.285714285714286,-2.30467731779158,-2.17144583299995,0.0714285714285716,1.28571428571429,4,10
"F16",5,4,8,21,0,2,0,1,3.92857142857143,0.0714285714285716,8.71428571428571,-0.714285714285714,-2.30467731779158,-2.17144583299995,1.07142857142857,0.285714285714286,5,9
"F16",6,3,5,21,0,2,0,1,3.92857142857143,-0.928571428571428,8.71428571428571,-3.71428571428571,-2.30467731779158,-2.17144583299995,0.0714285714285716,-0.714285714285714,4,8
"F16",7,4,8,21,0,2,0,1,3.92857142857143,0.0714285714285716,8.71428571428571,-0.714285714285714,-2.30467731779158,-2.17144583299995,-0.928571428571428,-3.71428571428571,3,5
"F16",8,4,7,21,0,2,0,2,3.92857142857143,0.0714285714285716,8.71428571428571,-1.71428571428571,-2.30467731779158,-2.17144583299995,0.0714285714285716,-0.714285714285714,4,8
"F16",9,4,10,21,0,2,0,2,3.92857142857143,0.0714285714285716,8.71428571428571,1.28571428571429,-2.30467731779158,-2.17144583299995,0.0714285714285716,-1.71428571428571,4,7
"F16",10,4,9,21,0,2,0,2,3.92857142857143,0.0714285714285716,8.71428571428571,0.285714285714286,-2.30467731779158,-2.17144583299995,0.0714285714285716,1.28571428571429,4,10
"F16",11,4,10,21,0,2,0,2,3.92857142857143,0.0714285714285716,8.71428571428571,1.28571428571429,-2.30467731779158,-2.17144583299995,0.0714285714285716,0.285714285714286,4,9
"F16",12,4,8,21,0,2,0,2,3.92857142857143,0.0714285714285716,8.71428571428571,-0.714285714285714,-2.30467731779158,-2.17144583299995,0.0714285714285716,1.28571428571429,4,10
"F16",13,3,10,21,0,2,0,2,3.92857142857143,-0.928571428571428,8.71428571428571,1.28571428571429,-2.30467731779158,-2.17144583299995,0.0714285714285716,-0.714285714285714,4,8
"F16",14,2,9,21,0,2,0,2,3.92857142857143,-1.92857142857143,8.71428571428571,0.285714285714286,-2.30467731779158,-2.17144583299995,-0.928571428571428,1.28571428571429,3,10
"F17",1,10,11,19,1,2,0,1,5.75,4.25,11.625,-0.625,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",2,NA,NA,19,1,2,0,1,5.75,NA,11.625,NA,-0.483248746363007,0.739268452714338,4.25,-0.625,10,11
"F17",3,4,12,19,1,2,0,1,5.75,-1.75,11.625,0.375,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",4,9,12,19,1,2,0,1,5.75,3.25,11.625,0.375,-0.483248746363007,0.739268452714338,-1.75,0.375,4,12
"F17",5,4,12,19,1,2,0,1,5.75,-1.75,11.625,0.375,-0.483248746363007,0.739268452714338,3.25,0.375,9,12
"F17",7,NA,NA,19,1,2,0,1,5.75,NA,11.625,NA,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",8,4,12,19,1,2,0,2,5.75,-1.75,11.625,0.375,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",9,NA,NA,19,1,2,0,2,5.75,NA,11.625,NA,-0.483248746363007,0.739268452714338,-1.75,0.375,4,12
"F17",10,4,12,19,1,2,0,2,5.75,-1.75,11.625,0.375,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",11,4,11,19,1,2,0,2,5.75,-1.75,11.625,-0.625,-0.483248746363007,0.739268452714338,-1.75,0.375,4,12
"F17",13,7,11,19,1,2,0,2,5.75,1.25,11.625,-0.625,-0.483248746363007,0.739268452714338,NA,NA,NA,NA
"F17",14,NA,NA,19,1,2,0,2,5.75,NA,11.625,NA,-0.483248746363007,0.739268452714338,1.25,-0.625,7,11
"F18",1,6,7,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,-2.78571428571429,-0.518963032077292,-1.10001726157138,NA,NA,NA,NA
"F18",2,6,10,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,-2.78571428571429,6,7
"F18",3,6,13,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,3.21428571428571,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F18",4,6,9,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,-0.785714285714286,-0.518963032077292,-1.10001726157138,0.285714285714286,3.21428571428571,6,13
"F18",5,6,9,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,-0.785714285714286,-0.518963032077292,-1.10001726157138,0.285714285714286,-0.785714285714286,6,9
"F18",6,6,9,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,-0.785714285714286,-0.518963032077292,-1.10001726157138,0.285714285714286,-0.785714285714286,6,9
"F18",7,6,10,19,1,2,0,1,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,-0.785714285714286,6,9
"F18",8,4,10,19,1,2,0,2,5.71428571428571,-1.71428571428571,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F18",9,6,10,19,1,2,0,2,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,-1.71428571428571,0.214285714285714,4,10
"F18",10,6,10,19,1,2,0,2,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F18",11,4,10,19,1,2,0,2,5.71428571428571,-1.71428571428571,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F18",12,6,10,19,1,2,0,2,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,-1.71428571428571,0.214285714285714,4,10
"F18",13,6,10,19,1,2,0,2,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F18",14,6,10,19,1,2,0,2,5.71428571428571,0.285714285714286,9.78571428571429,0.214285714285714,-0.518963032077292,-1.10001726157138,0.285714285714286,0.214285714285714,6,10
"F19",1,4,12,21,1,2,1,1,4.42857142857143,-0.428571428571429,10.3571428571429,1.64285714285714,-1.80467731779158,-0.528588690142804,NA,NA,NA,NA
"F19",2,5,11,21,1,2,1,1,4.42857142857143,0.571428571428571,10.3571428571429,0.642857142857142,-1.80467731779158,-0.528588690142804,-0.428571428571429,1.64285714285714,4,12
"F19",3,6,10,21,1,2,1,1,4.42857142857143,1.57142857142857,10.3571428571429,-0.357142857142858,-1.80467731779158,-0.528588690142804,0.571428571428571,0.642857142857142,5,11
"F19",4,4,10,21,1,2,1,1,4.42857142857143,-0.428571428571429,10.3571428571429,-0.357142857142858,-1.80467731779158,-0.528588690142804,1.57142857142857,-0.357142857142858,6,10
"F19",5,6,10,21,1,2,1,1,4.42857142857143,1.57142857142857,10.3571428571429,-0.357142857142858,-1.80467731779158,-0.528588690142804,-0.428571428571429,-0.357142857142858,4,10
"F19",6,5,11,21,1,2,1,1,4.42857142857143,0.571428571428571,10.3571428571429,0.642857142857142,-1.80467731779158,-0.528588690142804,1.57142857142857,-0.357142857142858,6,10
"F19",7,5,10,21,1,2,1,1,4.42857142857143,0.571428571428571,10.3571428571429,-0.357142857142858,-1.80467731779158,-0.528588690142804,0.571428571428571,0.642857142857142,5,11
"F19",8,3,9,21,1,2,1,2,4.42857142857143,-1.42857142857143,10.3571428571429,-1.35714285714286,-1.80467731779158,-0.528588690142804,0.571428571428571,-0.357142857142858,5,10
