UID	province	city	year	微博数	微博字数	消极感受	社会比较	强迫性思维	认知偏差	休息不耐受	词数	每句平均词数	字典覆盖率	数字比率	词长大于等于6的比率	词长大于等于4的比率	拉丁词比率	at用户数量	情感词数量	标签数量	url数量
河北 唐山_2010	河北	唐山	2010	137934	3649711	3.5640136605902063e-06	1.6449293818108643e-06	1.1240350775707574e-05	7.4021822181488895e-06	2.38515E-05	3647573	3647573	8.197231419357474e-05	0.005460068928024196	0	0	9.156773558747145e-05	0	0	7	0
河北 唐山_2011	河北	唐山	2011	955076	26966913	3.0056261982847225e-06	4.378566560464164e-06	1.257910223726569e-05	6.679169329521606e-06	2.66425E-05	26949459	2994384.3333333335	8.998325346716607e-05	0.009594849380835437	0	0	9.417628754625464e-05	0	1	46	0
河北 唐山_2012	河北	唐山	2012	898076	30451334	4.238774574870626e-06	4.205915857235969e-06	8.346114279202627e-06	4.9945250804677135e-06	2.17853E-05	30433324	30433324	7.347209263109084e-05	0.012529029034094337	0	0	6.798468678610328e-05	0	0	36	0
河北 唐山_2013	河北	唐山	2013	319544	10051135	1.692151631517857e-06	3.881994919364495e-06	1.1247831433030462e-05	7.067221519868697e-06	2.38892E-05	10046381	5023190.5	8.13228166441229e-05	0.010548076964232194	0	0	0.00010421663283524684	0	0	42	0
河北 唐山_2014	河北	唐山	2014	269114	7746736	1.5505530693585647e-06	4.780871963855574e-06	1.0337020462390432e-05	5.168510231195216e-06	2.1837E-05	7739174	7739174	7.520182386389039e-05	0.010869635441715098	0	0	0.0001673305187349451	0	0	4	0
河北 唐山_2015	河北	唐山	2015	216393	5688412	1.5839008097956874e-06	2.463845704126625e-06	7.74351507011225e-06	5.455658344851812e-06	1.72469E-05	5682174	5682174	6.159614260316562e-05	0.009102149986959216	0	0	0.00018795622942908822	0	0	10	0
河北 唐山_2016	河北	唐山	2016	228762	6215014	1.6104330293372586e-06	4.831299088011775e-06	8.857381661354922e-06	5.153385693879227e-06	2.04525E-05	6209510	1552377.5	7.214739971430918e-05	0.008250248409294775	0	0	0.00011128092232720457	0	0	24	0
河北 唐山_2017	河北	唐山	2017	158458	4559811	1.975488576737305e-06	4.828972076468968e-06	8.560450499194988e-06	6.145964460960504e-06	2.15109E-05	4555835	4555835	7.770255068500066e-05	0.008852822808552109	0	0	0.0001435521699095775	0	0	1	0
河北 唐山_2018	河北	唐山	2018	140763	4025275	2.4865026420333823e-06	3.232453434643397e-06	1.9146070343657043e-05	5.7189560766767794e-06	3.0584E-05	4021713	2010856.5	0.00010691961360743544	0.008411589787734729	0	0	0.00019096340290816375	0	0	2	1
河北 唐山_2019	河北	唐山	2019	110366	2988402	1.0047719971384093e-06	2.344467993322955e-06	1.708112395135296e-05	8.708023975199547e-06	2.91384E-05	2985752	2985752	9.712795972337956e-05	0.008788070810971575	0	0	0.00013832361160605436	0	0	3	0
河北 唐山_2020	河北	唐山	2020	117222	3498717	2.0024091843071764e-06	3.1466430039112773e-06	1.3444747380348185e-05	4.004818368614353e-06	2.25986E-05	3495789	3495789	7.780789973307886e-05	0.010344731904585774	0	0	9.86901669408537e-05	0	0	17	0
河北 唐山_2021	河北	唐山	2021	79159	2694531	1.4853902584393376e-06	4.084823210708178e-06	1.596794527822288e-05	2.970780516878675e-06	2.45089E-05	2692895	2692895	8.021107395572423e-05	0.015869909521165883	0	0	9.803575705699628e-05	0	0	9	0
河北 唐山_2022	河北	唐山	2022	58163	2130049	4.6971136706205403e-07	3.2879795694343784e-06	1.5500475113047782e-05	2.818268202372324e-06	2.20764E-05	2128967	2128967	7.280526189461837e-05	0.015046264221098777	0	0	8.78360256406041e-05	0	0	7	0
河北 唐山_2023	河北	唐山	2023	66104	2404215	2.9132108702718067e-06	7.491113666413217e-06	1.3733708388424231e-05	5.4102487590762125e-06	2.95483E-05	2402847	2402847	0.00010321089940391544	0.009633572175007397	0	0	5.451866057222953e-05	0	0	5	0
河北 唐山_2024	河北	唐山	2024	106838	4268135	1.6410271798643152e-06	6.32967626519093e-06	1.6410271798643153e-05	3.985351722527623e-06	2.83663E-05	4265621	4265621	8.931876507547201e-05	0.009132316255944914	0	0	5.134070748432643e-05	0	0	33	0
河北 邢台_2010	河北	邢台	2010	50348	1434658	4.1836861342879575e-06	3.4864051119066312e-06	1.5340182492389177e-05	4.880967156669284e-06	2.78912E-05	1434142	179267.75	9.064653290957241e-05	0.005642398033109692	0	0	7.251722632765793e-05	0	0	0	0
河北 邢台_2011	河北	邢台	2011	315178	9383663	3.1985817062237045e-06	5.437588900580297e-06	1.300756560530973e-05	5.8640664614101246e-06	2.75078E-05	9379157	446626.5238095238	8.945366838405627e-05	0.00994630967367323	0	0	8.550875094638036e-05	0	0	9	0
河北 邢台_2012	河北	邢台	2012	295559	9613206	3.3301135298141943e-06	4.995170294721291e-06	1.019847268505597e-05	5.6195665815614526e-06	2.41433E-05	9609282	9609282	8.013085681115404e-05	0.01069070509118163	0	0	6.899578969583784e-05	0	0	10	0
河北 邢台_2013	河北	邢台	2013	105500	3307141	3.9328665726610715e-06	6.05056395794011e-06	8.168261343219149e-06	6.655620353734121e-06	2.48073E-05	3305477	300497.9090909091	8.561548000485256e-05	0.009763190002532162	0	0	9.469132594176272e-05	0	0	0	0
河北 邢台_2014	河北	邢台	2014	86570	2370570	1.6885417247102885e-06	8.442708623551442e-06	1.393046922885988e-05	1.013125034826173e-05	3.4193E-05	2368908	2368908	0.00011439870184912204	0.009130789376370884	0	0	0.00012199713961031835	0	0	0	0
河北 邢台_2015	河北	邢台	2015	63587	1762486	2.8391829967008694e-06	6.2462025927419124e-06	5.110529394061565e-06	5.678365993401739e-06	1.98743E-05	1761070	1761070	7.041173831818156e-05	0.009328987490559717	0	0	0.00011129597347067408	0	0	2	0
河北 邢台_2016	河北	邢台	2016	60434	1679709	1.7874027429482494e-06	7.1496109717929975e-06	7.1496109717929975e-06	6.5538100574769145e-06	2.26404E-05	1678413	839206.5	8.698693349014813e-05	0.00824588465413459	0	0	9.17533408046768e-05	0	0	1	0
河北 邢台_2017	河北	邢台	2017	43575	1321418	1.514722343820766e-06	3.786805859551915e-06	1.0603056406745362e-05	3.786805859551915e-06	1.96914E-05	1320374	660187	6.589042195620332e-05	0.010612144740808287	0	0	6.66477831281137e-05	0	0	1	0
河北 邢台_2018	河北	邢台	2018	33862	1068596	9.364488361813863e-07	1.8728976723627727e-06	1.4983181378902182e-05	3.7457953447255454e-06	2.15383E-05	1067864	355954.6666666667	6.83607650412412e-05	0.007005573743472952	0	0	8.708974176486893e-05	0	0	0	0
河北 邢台_2019	河北	邢台	2019	27858	838001	2.3881366921679863e-06	2.3881366921679863e-06	1.6716956845175904e-05	5.9703417304199655e-06	2.74636E-05	837473	837473	9.552546768671945e-05	0.006550658946616787	0	0	8.955512595629949e-05	0	0	8	0
河北 邢台_2020	河北	邢台	2020	30585	955743	3.1406476224774058e-06	3.1406476224774058e-06	1.4656355571561227e-05	2.093765081651604e-06	2.30314E-05	955217	955217	7.223489531698033e-05	0.010349480798603877	0	0	4.501594925550948e-05	0	0	21	0
河北 邢台_2021	河北	邢台	2021	21277	865655	2.3113237528963777e-06	2.3113237528963777e-06	1.1556618764481888e-05	4.622647505792755e-06	2.08019E-05	865305	173061	6.702838883399495e-05	0.008682487677755242	0	0	3.4669856293445665e-05	0	0	1	0
河北 邢台_2022	河北	邢台	2022	15936	589724	5.092686901609289e-06	3.3951246010728593e-06	1.8673185305900726e-05	1.1882936103755008e-05	3.90439E-05	589080	294540	0.00013580498404291438	0.008655870170435256	0	0	2.8858559109119304e-05	0	0	0	0
河北 邢台_2023	河北	邢台	2023	19208	917484	1.090548218589485e-06	5.452741092947425e-06	1.090548218589485e-05	4.36219287435794e-06	2.1811E-05	916970	916970	8.397221283139034e-05	0.012688528523288656	0	0	3.816918765063197e-05	0	0	1	0
河北 邢台_2024	河北	邢台	2024	22255	863097	2.318289565958236e-06	6.9548686978747084e-06	1.5068882178728534e-05	3.4774343489373542e-06	2.78195E-05	862705	862705	9.041329307237121e-05	0.01191948580337427	0	0	1.5068882178728534e-05	0	0	1	0
河北 张家口_2010	河北	张家口	2010	37323	967109	6.207677862903435e-06	3.1038389314517173e-06	1.758842061155973e-05	5.173064885752862e-06	3.2073E-05	966545	107393.88888888889	0.00010242668473790667	0.0049609692254369946	0	0	0.0003124531190994729	0	0	1	0
河北 张家口_2011	河北	张家口	2011	254926	7594627	3.8219715126058505e-06	5.798853329470945e-06	9.225448478703776e-06	6.589606056216984e-06	2.54359E-05	7587707	7587707	8.513771024632343e-05	0.010719312171648168	0	0	9.159552418141607e-05	0	0	0	0
河北 张家口_2012	河北	张家口	2012	223896	7038561	3.6958776039056898e-06	4.833070712799748e-06	6.254562098917321e-06	6.1124129603055635e-06	2.08959E-05	7034865	1406973	7.164316586032568e-05	0.016037976563871518	0	0	5.714395372192644e-05	0	0	2	0
河北 张家口_2013	河北	张家口	2013	76753	2264124	1.325766447679511e-06	6.186910089171051e-06	6.628832238397555e-06	7.954598686077066e-06	2.20961E-05	2262842	2262842	7.601060966695863e-05	0.009462878981387124	0	0	7.733637611463814e-05	0	0	2	0
河北 张家口_2014	河北	张家口	2014	79700	2648620	4.911097796579307e-06	4.911097796579307e-06	4.533321042996284e-06	3.3999907822472128e-06	1.77555E-05	2647066	2647066	6.459982486269704e-05	0.012526321595305897	0	0	7.857756474526892e-05	0	0	1	0
河北 张家口_2015	河北	张家口	2015	68259	1891704	2.116561138455905e-06	5.820543130753739e-06	4.7622625615257865e-06	4.23312227691181e-06	1.69325E-05	1889858	629952.6666666666	5.4501449315239554e-05	0.006707911388051377	0	0	0.000111648600053549	0	0	3	0
河北 张家口_2016	河北	张家口	2016	59446	1730911	1.7345782979970825e-06	5.203734893991247e-06	9.829277021983468e-06	1.2720240851978605e-05	2.94878E-05	1729527	192169.66666666666	0.000105231083411823	0.00625431114981148	0	0	8.325975830385995e-05	0	0	4	0
河北 张家口_2017	河北	张家口	2017	36876	1306149	3.0642488721648996e-06	6.8945599623710236e-06	8.426684398453473e-06	5.362435526288574e-06	2.37479E-05	1305377	261075.4	8.886321729278208e-05	0.00620433790391588	0	0	9.192746616494698e-05	0	0	0	0
河北 张家口_2018	河北	张家口	2018	34947	1274901	1.5692489966614228e-06	1.0200118478299248e-05	5.492371488314979e-06	7.846244983307114e-06	2.5108E-05	1274495	1274495	8.866256831137039e-05	0.005874483619002036	0	0	6.0416086371464775e-05	0	0	1	0
河北 张家口_2019	河北	张家口	2019	28122	1026310	0	7.797453351735323e-06	2.339236005520597e-05	1.26708616965699e-05	4.38607E-05	1025976	1025976	0.00015010097702090498	0.007278922703844924	0	0	6.043026347594876e-05	0	0	2	0
河北 张家口_2020	河北	张家口	2020	22153	774222	1.2923402990475453e-06	1.2923402990475453e-06	1.4215743289522998e-05	3.8770208971426355e-06	2.06774E-05	773790	386895	7.237105674666253e-05	0.01007120795047752	0	0	5.2985952260949356e-05	0	0	0	0
河北 张家口_2021	河北	张家口	2021	20475	779718	5.131283898544254e-06	8.979746822452446e-06	1.9242314619540957e-05	3.848462923908191e-06	3.72018E-05	779532	779532	0.00012571645551433423	0.010003437960212025	0	0	6.285822775716712e-05	0	0	0	0
河北 张家口_2022	河北	张家口	2022	16323	614102	1.6289244863186632e-06	4.88677345895599e-06	1.7918169349505295e-05	1.6289244863186632e-06	2.60628E-05	613902	613902	7.818837534329584e-05	0.010426745636925763	0	0	8.959084674752648e-05	0	0	0	0
河北 张家口_2023	河北	张家口	2023	24311	1200815	1.6658490124430591e-06	3.3316980248861183e-06	4.997547037329178e-06	1.6658490124430591e-06	1.16609E-05	1200589	1200589	3.414990475508271e-05	0.013284312949727175	0	0	3.165113123641813e-05	0	0	1	0
河北 张家口_2024	河北	张家口	2024	41783	1365616	7.328004408527452e-07	2.931201763410981e-06	1.2457607494496669e-05	5.862403526821962e-06	2.1984E-05	1364628	1364628	7.7676846730391e-05	0.011990080813232617	0	0	8.28064498163602e-05	0	0	0	0
河南 安阳_2010	河南	安阳	2010	50248	1381738	7.242493155843968e-07	4.34549589350638e-06	0.0020307950808986486	7.242493155843968e-06	0.002043107	1380740	1380740	0.006138737198893347	0.005777336790416733	0	0	7.604617813636166e-05	0	0	2	0
河南 安阳_2011	河南	安阳	2011	326154	9347346	5.245347376876711e-06	6.958113867285432e-06	1.1989365432861053e-05	6.958113867285432e-06	3.11509E-05	9341612	1868322.4	0.00010287303733017385	0.011550576067599468	0	0	9.056252818036116e-05	0	2	19	0
河南 安阳_2012	河南	安阳	2012	286877	9243349	2.0565830954281617e-06	8.767538459456899e-06	1.0174674261591958e-05	8.442814812810348e-06	2.94416E-05	9238625	615908.3333333334	9.373689266530463e-05	0.013201748095631113	0	0	8.367045961926152e-05	0	0	4	0
河南 安阳_2013	河南	安阳	2013	105984	3294804	2.732983835311609e-06	6.680627152983932e-06	1.4879578658918758e-05	5.162302800033039e-06	2.94555E-05	3293104	235221.7142857143	0.00010081673703593934	0.011003600250705717	0	0	0.00010172773164770988	0	0	3	0
河南 安阳_2014	河南	安阳	2014	95185	2833533	1.4130465884992845e-06	9.53806447237017e-06	1.1657634355119096e-05	3.17935482412339e-06	2.57881E-05	2830763	566152.6	8.619584189845636e-05	0.012681386608486828	0	0	0.00013000028614193416	0	0	2	0
河南 安阳_2015	河南	安阳	2015	70524	1855238	1.0793471245113257e-06	5.396735622556628e-06	7.555429871579279e-06	5.396735622556628e-06	1.94282E-05	1852972	1852972	7.447495159128146e-05	0.009928914198379685	0	0	0.0002061553007816632	0	0	1	0
河南 安阳_2016	河南	安阳	2016	71920	2035192	1.4755327164950787e-06	5.410286627148622e-06	9.836884776633857e-06	5.902130865980315e-06	2.26248E-05	2033164	1016582	7.771138973540747e-05	0.009104036860774635	0	0	0.00014066745230586415	0	0	1	0
河南 安阳_2017	河南	安阳	2017	51769	1736190	1.7293737591743278e-06	1.7293737591743278e-06	2.6517064307339693e-05	9.223326715596415e-06	3.91991E-05	1734732	247818.85714285713	0.00013143240569724892	0.009214103388880818	0	0	0.00011356221018578086	0	0	2	0
河南 安阳_2018	河南	安阳	2018	52125	2113017	3.3148224178598845e-06	1.8941842387770767e-06	1.8468296328076497e-05	6.629644835719769e-06	3.03069E-05	2111727	2111727	0.00010418013313273922	0.010696458396374153	0	0	8.997375134191115e-05	0	0	0	0
河南 安阳_2019	河南	安阳	2019	48922	2047083	3.4205592223407474e-06	8.795723714590494e-06	1.1238980301976742e-05	8.795723714590494e-06	3.2251E-05	2046449	2046449	0.0001192309214644489	0.011680721092976175	0	0	5.8149506779792706e-05	0	0	1	0
河南 安阳_2020	河南	安阳	2020	45358	1860539	2.1507330504760916e-06	5.3768326261902295e-06	2.1507330504760918e-05	5.3768326261902295e-06	3.44117E-05	1859831	371966.2	0.00011452653493785188	0.012317785863339197	0	0	4.624076058523597e-05	0	0	1	0
河南 安阳_2021	河南	安阳	2021	25712	944689	1.0591638325207781e-06	1.0591638325207781e-06	1.4828293655290894e-05	3.1774914975623346e-06	2.01241E-05	944141	944141	6.672732144880902e-05	0.018159363908568742	0	0	2.965658731058179e-05	0	0	3	0
河南 安阳_2022	河南	安阳	2022	21042	815039	0	0	6.137085301803444e-06	0	6.13709E-06	814719	814719	1.841125590541033e-05	0.014601353350050753	0	0	5.277893359550962e-05	0	0	1	0
河南 安阳_2023	河南	安阳	2023	31800	1560565	0	4.486549644633222e-06	8.332163625747411e-06	2.5637426540761263e-06	1.53825E-05	1560219	70919.04545454546	5.447953139911769e-05	0.0180038827882496	0	0	2.4996490877242235e-05	0	0	0	0
河南 安阳_2024	河南	安阳	2024	68776	2681105	3.7307015472338527e-07	2.984561237787082e-06	4.4768418566806234e-06	3.3576313925104676e-06	1.11921E-05	2680461	2680461	4.0664646864848994e-05	0.015279088186696243	0	0	6.267578599352873e-05	0	0	0	0
河南 鹤壁_2010	河南	鹤壁	2010	11902	368284	5.432863390650042e-06	0	1.0865726781300085e-05	2.716431695325021e-06	1.9015E-05	368130	52590	6.519436068780051e-05	0.0033058973732105505	0	0	0.00011137369950832586	0	0	0	0
河南 鹤壁_2011	河南	鹤壁	2011	112154	3623009	3.3142002710463456e-06	6.904583898013219e-06	1.132351759274168e-05	7.180767253933748e-06	2.87231E-05	3620783	517254.71428571426	9.887364141954931e-05	0.010655430054769922	0	0	0.00010771150880900623	0	0	12	0
河南 鹤壁_2012	河南	鹤壁	2012	97480	3318603	9.042858628469632e-06	4.822857935183804e-06	1.175571621701052e-05	7.234286902775706e-06	3.28557E-05	3317535	236966.7857142857	0.00011062430388827849	0.01283151496517746	0	0	4.8228579351838035e-05	0	0	3	0
河南 鹤壁_2013	河南	鹤壁	2013	51251	1946967	2.0551678995105105e-06	6.679295673409159e-06	1.0275839497552551e-05	8.220671598042042e-06	2.7231E-05	1946313	1946313	9.299634745285059e-05	0.009113642050379359	0	0	5.2920573412395645e-05	0	0	0	0
河南 鹤壁_2014	河南	鹤壁	2014	35863	1183057	5.920988635931097e-06	5.075133116512369e-06	9.30441071360601e-06	6.766844155349825e-06	2.70674E-05	1182235	147779.375	9.981095129140991e-05	0.008294459223420047	0	0	7.951041882536044e-05	0	0	0	0
河南 鹤壁_2015	河南	鹤壁	2015	33302	1033467	4.842357065725313e-06	4.842357065725313e-06	1.4527071197175937e-05	6.779299892015438e-06	3.09911E-05	1032555	516277.5	0.00010943726968539206	0.00743011268164892	0	0	9.587866990136118e-05	0	0	0	0
河南 鹤壁_2016	河南	鹤壁	2016	38144	1170163	4.275919985564494e-06	3.4207359884515954e-06	1.0262207965354785e-05	7.696655974016089e-06	2.56555E-05	1169339	389779.6666666667	8.979431969685437e-05	0.0072083459116646246	0	0	7.52561917459351e-05	0	0	4	0
河南 鹤壁_2017	河南	鹤壁	2017	25494	979495	1.0214014240378653e-06	1.123541566441652e-05	1.0214014240378654e-05	1.123541566441652e-05	3.37062E-05	979047	979047	0.00011848256518839238	0.007315276998959192	0	0	5.413427547400687e-05	0	0	2	0
河南 鹤壁_2018	河南	鹤壁	2018	31495	1202855	2.4952610833259167e-06	3.327014777767889e-06	1.3308059111071556e-05	8.317536944419723e-06	2.74479E-05	1202279	200379.83333333334	9.481992116638484e-05	0.006994216816562545	0	0	4.49146994998665e-05	0	1	0	0
河南 鹤壁_2019	河南	鹤壁	2019	30772	1201665	3.330727039424983e-06	8.326817598562459e-06	1.4155589917556179e-05	4.996090559137475e-06	3.08092E-05	1200939	240187.8	9.825644766303701e-05	0.008821430563917067	0	0	0.00030226347882781723	0	0	0	0
河南 鹤壁_2020	河南	鹤壁	2020	32473	1188570	3.368279230348196e-06	4.210349037935245e-06	1.0946907498631636e-05	5.894488653109343e-06	2.442E-05	1187550	593775	8.336491095111785e-05	0.00928802997768515	0	0	9.431181844974949e-05	0	0	1	0
河南 鹤壁_2021	河南	鹤壁	2021	21268	925638	1.0812190095601384e-06	6.487314057360831e-06	1.0812190095601386e-05	6.487314057360831e-06	2.4868E-05	924882	924882	8.001020670745024e-05	0.012126952411226513	0	0	0.00010920311996557399	0	0	29	0
河南 鹤壁_2022	河南	鹤壁	2022	12453	530366	0	1.131763702829032e-05	2.82940925707258e-05	1.3203909866338707e-05	5.28156E-05	530146	176715.33333333334	0.00017730964677654834	0.009369117186586336	0	0	0.00012072146163509675	0	0	0	0
河南 鹤壁_2023	河南	鹤壁	2023	12570	554522	0	7.21451271377503e-06	9.018140892218788e-06	5.4108845353312725e-06	2.16435E-05	554438	184812.66666666666	6.853787078086278e-05	0.010589101035643301	0	0	3.0661679033543874e-05	0	0	1	0
河南 鹤壁_2024	河南	鹤壁	2024	17810	1108886	9.019035576487735e-07	4.509517788243868e-06	2.7057106729463204e-06	2.7057106729463204e-06	1.08228E-05	1108766	1108766	3.607614230595094e-05	0.014121104002106847	0	0	1.4430456922380377e-05	0	0	0	0
河南 济源_2010	河南	济源	2010	3226	71547	1.399482191589112e-05	0	1.399482191589112e-05	0	2.79896E-05	71455	23818.333333333332	9.796375341123784e-05	0.0075152193688335315	0	0	0.00015394304107480233	0	0	2	0
河南 济源_2011	河南	济源	2011	32593	1285549	5.4475513645727056e-06	6.225772988083093e-06	1.2451545976166185e-05	7.003994611593479e-06	3.11289E-05	1284981	256996.2	0.00010194703267986064	0.010418052873933544	0	0	5.136262715168551e-05	0	0	0	0
河南 济源_2012	河南	济源	2012	32809	1737316	4.0300665997291796e-06	7.484409399497048e-06	1.5544542598955406e-05	1.0938752199264916e-05	3.79978E-05	1736944	1736944	0.00012608351219152718	0.012357911366169549	0	0	2.7059018598181636e-05	0	0	0	0
河南 济源_2013	河南	济源	2013	13199	628003	3.1850430378940494e-06	1.4332693670523223e-05	1.5925215189470248e-05	4.7775645568410745e-06	3.82205E-05	627935	627935	0.00011625407088313281	0.011427934419963849	0	0	1.4332693670523223e-05	0	0	0	0
河南 济源_2014	河南	济源	2014	11471	452280	2.2113130777055414e-06	1.326787846623325e-05	6.633939233116625e-06	6.633939233116625e-06	2.87471E-05	452220	452220	0.00010172040157445492	0.014519481668214585	0	0	2.65357569324665e-05	0	0	0	0
河南 济源_2015	河南	济源	2015	6937	317869	0	1.57324229504586e-05	1.258593836036688e-05	6.29296918018344e-06	3.46113E-05	317815	105938.33333333333	0.0001101269606532102	0.01154130547645643	0	0	1.57324229504586e-05	0	0	0	0
河南 济源_2016	河南	济源	2016	6597	321830	3.1078099263449045e-06	2.4862479410759236e-05	2.1754669484414333e-05	9.323429779034715e-06	5.90484E-05	321770	321770	0.00022997793454952294	0.013447493551294402	0	0	1.2431239705379618e-05	0	0	0	0
河南 济源_2017	河南	济源	2017	4304	226767	4.4103572830435e-06	1.7641429132174e-05	3.0872500981304494e-05	1.7641429132174e-05	7.05657E-05	226739	226739	0.00023815929328434898	0.018686683808255306	0	0	3.9693215547391494e-05	0	0	0	0
河南 济源_2018	河南	济源	2018	3986	265935	3.760713332104834e-06	1.8803566660524167e-05	7.521426664209668e-06	2.2564279992629003e-05	5.265E-05	265907	265907	0.00018803566660524168	0.016250042308024987	0	0	1.1282139996314501e-05	0	0	1	0
河南 济源_2019	河南	济源	2019	6291	333766	0	1.4981363184198857e-05	4.794036218943634e-05	2.6966453731557943e-05	8.98882E-05	333748	333748	0.0002906384457734578	0.010543883409039155	0	0	1.4981363184198857e-05	0	0	1	0
河南 济源_2020	河南	济源	2020	4838	298152	0	6.708437873156857e-06	2.012531361947057e-05	3.0187970429205856e-05	5.70217E-05	298132	298132	0.00019454469832154883	0.028926784109052365	0	0	3.3542189365784283e-06	0	0	0	0
河南 济源_2021	河南	济源	2021	2865	257666	0	3.881023348236463e-06	7.762046696472926e-06	7.762046696472926e-06	1.94051E-05	257664	257664	6.985842026825633e-05	0.036733885991058125	0	0	0	0	0	0	0
河南 济源_2022	河南	济源	2022	2403	165780	0	6.035075860903572e-06	0	0	6.03508E-06	165698	165698	1.2070151721807143e-05	0.04114111214377965	0	0	3.0175379304517857e-05	0	0	0	0
河南 济源_2023	河南	济源	2023	3668	266283	0	3.7565598927126494e-06	3.7565598927126494e-06	3.7565598927126494e-06	1.12697E-05	266201	869.937908496732	3.3809039034413845e-05	0.013418431936769584	0	0	0	0	0	0	0
河南 济源_2024	河南	济源	2024	4221	376758	0	1.327372545688163e-05	5.309490182752652e-06	0	1.85832E-05	376684	4380.046511627907	7.167811746716081e-05	0.01454534835565089	0	0	0	0	0	0	0
河南 焦作_2010	河南	焦作	2010	47858	1214410	2.471572793585774e-06	4.119287989309624e-06	1.3181721565790796e-05	3.295430391447699e-06	2.3068E-05	1213802	202300.33333333334	7.579489900329708e-05	0.005387204832419126	0	0	9.144819336267365e-05	0	0	1	0
河南 焦作_2011	河南	焦作	2011	394596	10486503	3.054503899408314e-06	4.868115589682e-06	1.1263483129068158e-05	5.05902208339502e-06	2.42451E-05	10476333	1496619	8.065799359375078e-05	0.008940151100580709	0	0	0.00011225301830325554	0	0	19	0
河南 焦作_2012	河南	焦作	2012	326327	9617322	3.7455825535758764e-06	3.6415385937543243e-06	1.3941890616087985e-05	5.722417790185366e-06	2.70514E-05	9611322	9611322	9.228699236171673e-05	0.01084262914092359	0	0	8.198664033938308e-05	0	0	9	0
河南 焦作_2013	河南	焦作	2013	120668	3501533	2.571586540316048e-06	5.4289049184449905e-06	1.4000860052831817e-05	7.143295945322355e-06	2.91446E-05	3499785	318162.2727272727	9.91489477210743e-05	0.007237587451800611	0	0	0.00011286407593609321	0	1	5	0
河南 焦作_2014	河南	焦作	2014	119303	3424498	2.3381503126691506e-06	5.553106992589233e-06	1.373663308693126e-05	5.260838203505589e-06	2.68887E-05	3421508	110371.2258064516	8.855744309234408e-05	0.011832794194840403	0	0	0.0001899747129043685	0	0	0	0
河南 焦作_2015	河南	焦作	2015	85363	2810732	1.780534202993719e-06	3.917175246586182e-06	1.1395418899159802e-05	9.970991536764826e-06	2.70641E-05	2808146	561629.2	9.472441959926585e-05	0.013837955718826586	0	0	0.00014279884308009627	0	0	1	0
河南 焦作_2016	河南	焦作	2016	96489	3581862	1.6763616247296868e-06	6.426052894797132e-06	7.823020915405205e-06	8.102414519526818e-06	2.40278E-05	3579180	1789590	8.381808123648434e-05	0.015439569957364537	0	0	9.834654865080828e-05	0	0	5	0
河南 焦作_2017	河南	焦作	2017	70152	3005465	1.3315432952966895e-06	5.65905900501093e-06	9.653688890900998e-06	6.657716476483447e-06	2.3302E-05	3004033	3004033	7.623085365573548e-05	0.013171626277074853	0	0	4.527247204008744e-05	0	0	0	0
河南 焦作_2018	河南	焦作	2018	63221	2676263	3.364268404323758e-06	7.849959610088767e-06	1.4204688818255865e-05	8.597574811049603e-06	3.40165E-05	2675173	2675173	0.00011438512574700776	0.011214228014412526	0	0	5.8313985674945136e-05	0	0	0	0
河南 焦作_2019	河南	焦作	2019	49792	2093599	1.911356083249114e-06	7.167585312184178e-06	1.2423814541119242e-05	8.601102374621014e-06	3.01039E-05	2092755	2092755	0.00010369106751626445	0.01080871865077374	0	0	5.208445326853836e-05	0	0	3	0
河南 焦作_2020	河南	焦作	2020	40924	1734772	5.766799841297669e-07	5.766799841297669e-06	1.268695965085487e-05	1.095691969846557e-05	2.99874E-05	1734064	1734064	0.00010091899722270919	0.013313810793603926	0	0	5.305455853993855e-05	0	0	2	0
河南 焦作_2021	河南	焦作	2021	27701	1335125	7.492820005229988e-07	1.273779400889098e-05	1.348707600941398e-05	8.991384006275987e-06	3.59655E-05	1334611	1334611	0.00012138368408472581	0.012238772196542663	0	0	4.795404803347192e-05	0	0	7	0
河南 焦作_2022	河南	焦作	2022	23738	1042407	9.59671715499562e-07	5.758030292997371e-06	2.6870808033987735e-05	7.677373723996495e-06	4.12659E-05	1042023	1042023	0.0001391523987474365	0.011425851444737784	0	0	4.702391405947853e-05	0	0	2	0
河南 焦作_2023	河南	焦作	2023	28651	1335786	7.489189355165818e-07	8.2381082906824e-06	1.7225135516881383e-05	7.489189355165818e-06	3.37014E-05	1335258	1335258	0.00011233784032748727	0.010221994550865825	0	0	3.969270358237883e-05	0	0	0	0
河南 焦作_2024	河南	焦作	2024	40218	1973202	1.0141926114039874e-06	2.5354815285099685e-06	6.592251974125918e-06	1.521288917105981e-06	1.16632E-05	1972012	1972012	3.752512662194754e-05	0.010430463911984308	0	0	2.332643006229171e-05	0	0	1	0
河南 开封_2010	河南	开封	2010	58344	1564903	1.9184541863548026e-06	1.2789694575698685e-06	1.4708148762053488e-05	5.755362559064409e-06	2.36609E-05	1563759	223394.14285714287	7.801713691176198e-05	0.007026658199888858	0	0	0.000145802518162965	0	0	3	0
