市 年	微博数	微博字数	身体形象	词数	每句平均词数	字典覆盖率	数字比率	词长大于等于6的比率	词长大于等于4的比率	拉丁词比率	at用户数量	情感词数量	标签数量	url数量
四川 泸州_2024	31153	1499217	0.0028507424142024626	1498557	749278.5	0.00459375252326071	0.010694955213582132	0.0	0.0	2.0686567144259444e-05	0	0	0	0
四川 甘孜_2010	6606	239008	0.0017532994668965345	238978	238978.0	0.0030379365464603438	0.00403802860514357	0.0	0.0	2.9291399208295325e-05	0	0	0	0
四川 甘孜_2011	54767	2029916	0.0016039318257523943	2029388	2029388.0	0.0026717414314069068	0.013894336617738944	0.0	0.0	6.800079629917985e-05	0	0	0	0
四川 甘孜_2012	65244	2713240	0.0016147774998820255	2712448	2712448.0	0.002640419281770563	0.022199503916757114	0.0	0.0	4.460915011089614e-05	0	0	1	0
四川 甘孜_2013	15065	579063	0.0018569155854811657	578917	578917.0	0.0030816161902310693	0.008871738090261644	0.0	0.0	6.21850800719274e-05	0	0	0	0
四川 甘孜_2014	13115	508897	0.001502366620717321	508531	101706.2	0.0024128322560473207	0.016282193219292432	0.0	0.0	0.00010618821664755934	0	0	0	0
四川 甘孜_2015	8327	320502	0.0015767551939252773	320278	320278.0	0.0025040745852041037	0.006759752465045991	0.0	0.0	0.00014986980061071944	0	0	2	0
四川 甘孜_2016	7289	262312	0.001861884776802747	262100	262100.0	0.0030408241129339948	0.005604731018695155	0.0	0.0	8.77527661198016e-05	0	0	0	0
四川 甘孜_2017	4952	210846	0.001437845225214965	210732	17561.0	0.002230320976406051	0.005841542812672019	0.0	0.0	6.643509291422281e-05	0	0	0	0
四川 甘孜_2018	3234	129349	0.0012916798799588519	129289	129289.0	0.0021502215965782086	0.004841865897330786	0.0	0.0	8.508071065597228e-05	0	0	0	0
四川 甘孜_2019	4471	162403	0.0015402339923481175	162313	162313.0	0.0025259837474509127	0.0038998724686254336	0.0	0.0	0.00010473591147967199	0	0	0	0
四川 甘孜_2020	2858	98051	0.0014698227026364945	97971	97971.0	0.0023578405854793767	0.005083136846617877	0.0	0.0	0.00015310653152463485	0	0	5	0
四川 甘孜_2021	2283	88097	0.0017147983692381071	88057	88057.0	0.002805001305972268	0.006779699512815563	0.0	0.0	0.00013627536709177011	0	0	1	0
四川 甘孜_2022	2910	112735	0.0011094838681045577	112665	7041.5625	0.0018905605112501664	0.011520880486397728	0.0	0.0	0.00010651045133803755	0	0	0	0
四川 甘孜_2023	4616	177270	0.0011623052010336617	177234	29539.0	0.001963505873590846	0.010110926797341368	0.0	0.0	0.000141056456436124	0	0	0	0
四川 甘孜_2024	9812	486475	0.0017762171918910752	486427	486427.0	0.002974752635030539	0.01121853844461759	0.0	0.0	1.6446455480472917e-05	0	0	0	0
四川 眉山_2010	23133	544656	0.0025115933827690364	544276	544276.0	0.004104535199053422	0.003988785101676356	0.0	0.0	0.00014330964437160557	0	0	0	0
四川 眉山_2011	164032	4147486	0.0022199264504333257	4137074	1034268.5	0.003593844345061268	0.00991062765616472	0.0	0.0	0.00019772428532822956	0	0	6	0
四川 眉山_2012	159622	4175784	0.0025352089706730213	4169676	4169676.0	0.004073937639279407	0.011251713562396695	0.0	0.0	0.00011871425981299267	0	0	2	0
四川 眉山_2013	52896	1547744	0.0020474787426954287	1546292	193286.5	0.0033551230944737476	0.008931042778466163	0.0	0.0	0.0001274015515827541	0	0	1	0
四川 眉山_2014	41034	1135061	0.001981542640204945	1133965	1133965.0	0.0031570639305445935	0.011555030358079836	0.0	0.0	0.0002301658340424969	0	0	0	0
四川 眉山_2015	31573	867649	0.0023055486640395566	866605	866605.0	0.0037248804241840285	0.009301815706117551	0.0	0.0	0.0002446327911793724	0	0	24	0
四川 眉山_2016	29441	1022560	0.001728721842194909	1021564	1021564.0	0.002770262068749486	0.011089858295711281	0.0	0.0	0.00011453026927338865	0	0	2	0
四川 眉山_2017	22330	833200	0.0016346188491610718	832610	208152.5	0.0027107529335463182	0.011742592570351065	0.0	0.0	8.887714536217436e-05	0	0	0	0
四川 眉山_2018	20230	1006484	0.0009999503006808807	1006050	1006050.0	0.0016589632722031709	0.012725013667312757	0.0	0.0	8.051289697331147e-05	0	0	1	0
四川 眉山_2019	17033	799144	0.0011645262757197523	798608	798608.0	0.0019609119868571312	0.01669905635806303	0.0	0.0	0.00020034860657544126	0	0	1	0
四川 眉山_2020	19870	1015196	0.0009420296995555906	1014830	1014830.0	0.0015480425292906201	0.01731422996955155	0.0	0.0	7.488939034123941e-05	0	0	1	0
四川 眉山_2021	13231	644345	0.001249625500432324	644193	644193.0	0.0020940929193580186	0.016426754093881803	0.0	0.0	4.3465234797646046e-05	0	0	0	0
四川 眉山_2022	8548	337574	0.0015141817492206854	337476	337476.0	0.002563145231068283	0.015319607912858989	0.0	0.0	4.148443148549823e-05	0	0	0	0
四川 眉山_2023	16437	906121	0.001284832028080865	905955	905955.0	0.0020994420252661555	0.015339613998487784	0.0	0.0	1.8764728932452496e-05	0	0	0	0
四川 眉山_2024	33515	2469945	0.0016298654520760841	2469529	2469529.0	0.0025911823671639408	0.015258375180044454	0.0	0.0	3.1584970251412316e-05	0	0	3	0
四川 绵阳_2010	85218	2179894	0.002154863730347312	2178328	108916.4	0.003532066796184964	0.007217462200366519	0.0	0.0	0.00012945708818873925	0	0	5	0
四川 绵阳_2011	718239	17641691	0.00228757700916466	17628259	17628259.0	0.003734118043080715	0.007579534655123912	0.0	0.0	0.0001319472331328919	0	0	73	0
四川 绵阳_2012	676809	18343385	0.002402989820061308	18333411	18333411.0	0.003929546989373664	0.008629545260290078	0.0	0.0	0.00010750863546341704	0	0	8	0
四川 绵阳_2013	238283	6759373	0.00224632119758405	6755935	6755935.0	0.0036490878020584865	0.006973128071836096	0.0	0.0	0.00011116151946399721	0	0	0	0
四川 绵阳_2014	208961	5787527	0.0025749013873993445	5781969	1927323.0	0.004137690810863912	0.009065423906631115	0.0	0.0	0.00019802942561608338	0	0	3	0
四川 绵阳_2015	161164	4412024	0.0021298358072887715	4407382	4407382.0	0.0034249357101335896	0.009110623948638897	0.0	0.0	0.00021736259756925994	0	0	6	0
四川 绵阳_2016	156358	4608003	0.0020682702965585087	4603847	1150961.75	0.003350676075899134	0.008065645969555462	0.0	0.0	0.00018701750948717452	0	0	14	0
四川 绵阳_2017	112583	3649201	0.0019308539826297184	3646573	3646573.0	0.0030763130204715496	0.010039288943344889	0.0	0.0	0.00014890693261865318	0	0	2	0
四川 绵阳_2018	102142	3033735	0.002021961110903973	3030721	606144.2	0.0032589604915793965	0.010031936295026828	0.0	0.0	0.00018543442303003147	0	0	11	1
四川 绵阳_2019	81687	2242769	0.002211776235722864	2240733	1120366.5	0.003562673464442216	0.01112359214596295	0.0	0.0	0.00020484368284842504	0	0	3	0
四川 绵阳_2020	77113	2183756	0.0018526737001942075	2181172	2181172.0	0.003063949106260304	0.013420766450330373	0.0	0.0	0.00016321500551079877	0	0	0	0
四川 绵阳_2021	52500	1441751	0.0018633613705672245	1439871	359967.75	0.0030523567736276376	0.012909489808462009	0.0	0.0	0.00028683125085511135	0	0	1	0
四川 绵阳_2022	34423	1016371	0.0018270839838113464	1015279	1015279.0	0.0029696270680276064	0.013443595307299766	0.0	0.0	0.00012607371963765625	0	0	0	0
四川 绵阳_2023	56913	1967925	0.0015535143749659931	1966509	655503.0	0.0026081751977743302	0.013025620528561018	0.0	0.0	0.00010678822217442179	0	0	0	0
四川 绵阳_2024	127260	7556091	0.0024037961950417385	7554301	944287.625	0.003930476161857994	0.011916258036316001	0.0	0.0	2.5548359801919463e-05	0	0	5	0
四川 自贡_2010	37461	1075369	0.0019303564600890663	1074931	179155.16666666666	0.0031555513795769215	0.004689603332679028	0.0	0.0	9.302922699224415e-05	0	0	0	0
四川 自贡_2011	263482	6220040	0.002226580284789915	6215810	1553952.5	0.003691876038682006	0.008391826648497943	0.0	0.0	0.00011728157713958438	0	0	23	0
四川 自贡_2012	255752	6295990	0.001995562943586451	6292460	1573115.0	0.0032556424673339203	0.008212050612955824	0.0	0.0	0.00012332219831353715	0	0	17	0
四川 自贡_2013	89619	2396165	0.0022355624794617615	2394923	199576.91666666666	0.003669846587969634	0.007136346345999433	0.0	0.0	0.000134868636695209	0	0	1	0
四川 自贡_2014	83800	2154043	0.002880466228415674	2151735	2151735.0	0.004805889201040091	0.00834117584182067	0.0	0.0	0.00022679372692269262	0	0	0	0
四川 自贡_2015	60192	1394902	0.0030073989624509476	1392898	1392898.0	0.005035544598384088	0.007778746182419674	0.0	0.0	0.0002979399783760189	0	0	5	0
四川 自贡_2016	56859	1431831	0.002462356773263923	1430337	476779.0	0.004113715858570393	0.006344658636391284	0.0	0.0	0.00020904164543041255	0	0	9	0
四川 自贡_2017	43149	1214375	0.0019533745162925446	1213285	1213285.0	0.003246557898597609	0.007093963907902925	0.0	0.0	0.00012445550715619165	0	0	2	0
四川 自贡_2018	37664	1014927	0.001828400563707531	1014001	507000.5	0.0030295828110623165	0.006484214512608962	0.0	0.0	0.00014595646355378348	0	0	11	0
四川 自贡_2019	28532	683671	0.0021218986086847013	682879	682879.0	0.0034500987729890655	0.006718613400031338	0.0	0.0	0.00019037047558937968	0	0	19	0
四川 自贡_2020	25843	585550	0.001956545534150613	584704	83529.14285714286	0.003210171300350263	0.007821051335376533	0.0	0.0	0.00026851193082311735	0	0	1	0
四川 自贡_2021	21603	502876	0.0018951307879125693	502340	502340.0	0.003023848389536967	0.00663494844129474	0.0	0.0	0.00017916152406736473	0	0	3	0
四川 自贡_2022	16326	366495	0.0022982098011406337	365937	182968.5	0.003721952139302667	0.007531351024903194	0.0	0.0	0.00027053837135900444	0	0	0	0
四川 自贡_2023	19239	583759	0.001554991316393586	583283	64809.22222222222	0.0026573721503969773	0.011980462314176822	0.0	0.0	0.00012686808976088794	0	0	0	0
四川 自贡_2024	36294	1751353	0.0013681187767018799	1750579	1750579.0	0.0022581100310240213	0.012371335426735955	0.0	0.0	3.541685350961025e-05	0	0	0	0
四川 资阳_2010	20858	519280	0.0019398586041494096	519110	259555.0	0.003272909402631427	0.0057598582188746125	0.0	0.0	9.824507329853017e-05	0	0	4	0
四川 资阳_2011	151472	4069607	0.0021363123172041384	4066353	4066353.0	0.0035980644080826235	0.01145744110262931	0.0	0.0	0.0002592003202869992	0	0	13	0
四川 资阳_2012	152594	4527987	0.002461154520073764	4526331	4526331.0	0.004018928354996574	0.015401436616102535	0.0	0.0	7.931368695749382e-05	0	0	1	0
四川 资阳_2013	53130	1833209	0.00242821089966578	1832625	458156.25	0.004059204692722188	0.015310278971420775	0.0	0.0	6.984516745106063e-05	0	0	1	0
四川 资阳_2014	49601	1420225	0.0019943130366763327	1419035	709517.5	0.0033381840476098194	0.01513422854263637	0.0	0.0	0.00022832417805057663	0	0	0	0
四川 资阳_2015	37210	969726	0.00229536837409858	968472	968472.0	0.0037905071081043126	0.008851056096614048	0.0	0.0	0.00030253843167381197	0	0	14	0
四川 资阳_2016	33962	928133	0.002094516400753681	927183	927183.0	0.003473963608047171	0.007990871273524212	0.0	0.0	0.00017903693229923327	0	0	2	0
四川 资阳_2017	30276	908778	0.0021567099109572755	908328	908328.0	0.0035735989642507993	0.008287755084066548	0.0	0.0	0.0001442210302886182	0	0	5	0
四川 资阳_2018	32571	1022935	0.0018210999169648856	1022459	255614.75	0.0030455988944299967	0.010569616972416498	0.0	0.0	0.00013007856549749182	0	0	4	0
四川 资阳_2019	34159	1030148	0.0022233835059717612	1029512	1029512.0	0.0038377405994296327	0.009631747857237215	0.0	0.0	0.00020883680811879804	0	0	2	0
四川 资阳_2020	32908	1068990	0.0014572893482163415	1068422	1068422.0	0.0024353672986890946	0.011934422915290026	0.0	0.0	0.00010201961397275609	0	0	2	0
四川 资阳_2021	21303	608695	0.0015417615200650893	608395	608395.0	0.0025509742847985273	0.013509315494045809	0.0	0.0	0.0001101258228617921	0	0	0	0
四川 资阳_2022	13085	388253	0.0014021522005283845	387975	193987.5	0.002363554352728913	0.01150589599845351	0.0	0.0	0.00028610090856369614	0	0	0	0
四川 资阳_2023	14218	663989	0.0020758295409524412	663831	663831.0	0.003532525597629517	0.012947572499627164	0.0	0.0	0.000140095897901725	0	0	0	0
四川 资阳_2024	35342	2385479	0.0013524997557870094	2385213	132511.83333333334	0.002148235817933241	0.011357476250548693	0.0	0.0	2.8928234082239196e-05	0	0	0	0
四川 达州_2010	26242	671845	0.0020976322677818283	671233	335616.5	0.0035799789342895834	0.0077320393961560294	0.0	0.0	0.00037393870682758446	0	0	2	0
四川 达州_2011	192183	5393665	0.0021291212996174223	5390017	673752.125	0.0035046271653688663	0.009979189304968796	0.0	0.0	0.0001087195086768743	0	0	6	0
四川 达州_2012	183716	5207326	0.002496982292658238	5204282	5204282.0	0.004124103959009139	0.008972227100683629	0.0	0.0	0.00011663472502066568	0	0	7	0
四川 达州_2013	57653	1557201	0.002231843060240484	1556113	259352.16666666666	0.003653333658930939	0.008270607597263181	0.0	0.0	0.00014073528079259026	0	0	0	0
四川 达州_2014	51620	1428952	0.0023004781633150415	1427964	1427964.0	0.003776005557563076	0.010832906151695701	0.0	0.0	0.00014636223322156582	0	0	1	0
四川 达州_2015	34410	870565	0.002954780363242532	869777	869777.0	0.004827674219943733	0.009125327526480926	0.0	0.0	0.00019660211755426966	0	0	3	0
四川 达州_2016	29420	868218	0.0018221969171332614	867634	123947.71428571429	0.002973604077295265	0.010733788671260002	0.0	0.0	0.00013139180806653498	0	0	1	0
四川 达州_2017	23580	728630	0.0028935232868886455	728178	728178.0	0.004812010250241012	0.009323269859841962	0.0	0.0	0.00013595576905646697	0	0	4	0
四川 达州_2018	25264	872782	0.0015542580480994725	872442	872442.0	0.0025354120961622664	0.011207621824717288	0.0	0.0	9.284284800594195e-05	0	0	0	0
四川 达州_2019	22874	844144	0.0013771590701687434	843766	843766.0	0.002309882123716765	0.013488336813761161	0.0	0.0	7.703557621425846e-05	0	0	0	0
四川 达州_2020	21101	1071596	0.0009427850804727741	1071294	1071294.0	0.0015261916896762233	0.016816112103680222	0.0	0.0	8.681090344947325e-05	0	0	2	0
四川 达州_2021	18157	677762	0.0012945528404880626	677454	677454.0	0.0021256055761719613	0.011157953159919345	0.0	0.0	0.00031736472144234146	0	0	0	0
四川 达州_2022	10263	379590	0.0016443294350779738	379486	54212.28571428572	0.0024480481493388425	0.010142666659639617	0.0	0.0	0.00023189261263920145	0	0	0	0
四川 达州_2023	16745	950350	0.0015788177391750993	950078	43185.36363636364	0.002592418727725513	0.011719037805317037	0.0	0.0	4.420689669690278e-05	0	0	2	0
四川 达州_2024	28036	1890186	0.0018492317883738083	1889974	472493.5	0.0030005703782168434	0.012058366940497594	0.0	0.0	1.798966546629742e-05	0	0	1	0
四川 遂宁_2010	31193	763641	0.002126653135404778	763171	109024.42857142857	0.003467112875096145	0.0043502701229475435	0.0	0.0	6.027482700469488e-05	0	0	0	0
四川 遂宁_2011	226275	5174270	0.0020114597882144474	5169380	5169380.0	0.003263640900843041	0.008541449845049115	0.0	0.0	0.00017274798912055218	0	0	9	1
四川 遂宁_2012	228872	5780412	0.002277246987559705	5776712	1155342.4	0.0036809866927760984	0.010065587482983399	0.0	0.0	0.000139698845987129	0	0	1	0
四川 遂宁_2013	67328	1779269	0.0018950438137503704	1778323	1778323.0	0.0030652474269297534	0.009203052538824499	0.0	0.0	0.00015632705644587626	0	0	2	1
四川 遂宁_2014	63644	1770594	0.001964491047008716	1768906	294817.6666666667	0.003139793748226305	0.018143982778056043	0.0	0.0	0.0001690310282174406	0	0	0	0
四川 遂宁_2015	42391	1125528	0.0019893486217799866	1123986	1123986.0	0.0031842033619635833	0.013227033076924445	0.0	0.0	0.00023576806116802165	0	0	0	0
四川 遂宁_2016	45931	1350009	0.002533877076567123	1348921	1348921.0	0.00423968490371193	0.01445006786905979	0.0	0.0	0.00018385064803646766	0	0	5	0
四川 遂宁_2017	30624	1182614	0.0012827216713964913	1181862	1181862.0	0.0021017682267472854	0.018112943812390956	0.0	0.0	0.00021322286358305793	0	0	1	0
四川 遂宁_2018	42400	1395646	0.0013206440613318	1394774	1394774.0	0.002062699763545922	0.01847539458005383	0.0	0.0	0.0002215412676175495	0	0	3	0
四川 遂宁_2019	44738	1295642	0.0012894423335738645	1294358	1294358.0	0.002082113294776252	0.019047280582342754	0.0	0.0	0.00021477829163183603	0	0	1	0
四川 遂宁_2020	33495	1160813	0.0011050133299774947	1160167	165738.14285714287	0.001745438372234342	0.02297772648248054	0.0	0.0	0.00012153422740002086	0	0	0	0
四川 遂宁_2021	23720	901357	0.0011110605466950667	900941	900941.0	0.001783690607931041	0.022660751369956524	0.0	0.0	9.878560305280811e-05	0	0	0	0
四川 遂宁_2022	18226	627661	0.001483019427554501	627099	627099.0	0.002262800610429932	0.020993495444897856	0.0	0.0	8.132687183363392e-05	0	0	0	0
四川 遂宁_2023	20092	1030946	0.001449745081637921	1030526	343508.6666666667	0.0022978556581784446	0.020409965396312176	0.0	0.0	0.00011353425338128296	0	0	0	0
四川 遂宁_2024	53607	3226428	0.0015877916737965395	3225864	1612932.0	0.002519635049710713	0.016151331860239614	0.0	0.0	6.974875568219863e-05	0	0	1	0
四川 阿坝_2010	6014	107246	0.0019036598794348744	107162	871.2357723577236	0.0031167764692708235	0.004236576398350162	0.0	0.0	0.00015863832328623953	0	0	0	0
四川 阿坝_2011	35569	1148275	0.0013320660265663973	1147841	1147841.0	0.002143153973416179	0.017369130393495268	0.0	0.0	7.927927300035458e-05	0	0	13	0
四川 阿坝_2012	39741	1484832	0.0019240641408608975	1484358	1484358.0	0.003328711806720481	0.034439131260787494	0.0	0.0	4.581105097287851e-05	0	0	2	0
四川 阿坝_2013	18250	627122	0.0022585893386926977	626940	125388.0	0.003548983953807382	0.017035122978275433	0.0	0.0	6.061186078412607e-05	0	0	0	0
四川 阿坝_2014	13964	581514	0.001474068773822465	581384	116276.8	0.0023564459978258775	0.025473697246570254	0.0	0.0	9.976194735321234e-05	0	0	1	0
四川 阿坝_2015	7199	240297	0.0022610585751583366	240153	120076.5	0.0035685583773677615	0.014332529678996307	0.0	0.0	0.00017072449646683571	0	0	0	0
四川 阿坝_2016	8112	242091	0.0017813671476220195	241949	18611.46153846154	0.00290557100876631	0.01394095449867534	0.0	0.0	9.092825347490587e-05	0	0	0	0
四川 阿坝_2017	5202	206063	0.0015339582433265535	206003	41200.6	0.0022523943826060783	0.016106561554928813	0.0	0.0	8.737736829075305e-05	0	0	0	0
四川 阿坝_2018	3724	132712	0.0023670601715741705	132654	132654.0	0.0034601293590845357	0.010176851056130988	0.0	0.0	0.0001055377146561732	0	0	0	0
四川 阿坝_2019	3569	149356	0.0017342743501493217	149342	74671.0	0.0028592090637596925	0.028150152000107138	0.0	0.0	0.00010044059942949739	0	0	0	0
四川 阿坝_2020	3102	144315	0.002516098176348677	144271	144271.0	0.003742955964816214	0.02146654559821447	0.0	0.0	0.00011090239895751744	0	0	0	0
四川 阿坝_2021	1905	86721	0.0018458059827186415	86683	86683.0	0.0029763621471338092	0.01988855946379336	0.0	0.0	0.00020765317305584716	0	0	0	0
四川 阿坝_2022	1200	47723	0.0023268001257729797	47705	23852.5	0.0036893407399643642	0.013918876428047374	0.0	0.0	0.00010481081647626035	0	0	0	0
四川 阿坝_2023	1238	50426	0.0011306831706736492	50412	16804.0	0.0020034912322462904	0.015988256764262476	0.0	0.0	7.934618741569468e-05	0	0	0	0
四川 阿坝_2024	3753	151075	0.0012977468201892327	151031	151031.0	0.001959862544775576	0.004601704285875086	0.0	0.0	6.621157245863432e-06	0	0	0	0
四川 雅安_2010	22978	577240	0.002354026112702034	576884	576884.0	0.003976536010705791	0.00444803461354449	0.0	0.0	8.1472185049334e-05	0	0	1	0
四川 雅安_2011	160044	3762649	0.0022734412218223757	3759499	1253166.3333333333	0.003732412217691772	0.00783748047279704	0.0	0.0	0.0001345924018067301	0	0	3	0
四川 雅安_2012	146221	3739905	0.0025764791079405905	3738047	1246015.6666666667	0.004177850091237483	0.011335598509061014	0.0	0.0	9.389930089161532e-05	0	0	1	0
四川 雅安_2013	57090	1493358	0.00235751725764267	1492672	114820.92307692308	0.0038146357672683615	0.008187331175234748	0.0	0.0	9.580135488573511e-05	0	0	1	0
四川 雅安_2014	35859	830140	0.002973261154855643	829056	829056.0	0.004844063609695847	0.014401922186197314	0.0	0.0	0.00026656824146981627	0	0	0	0
四川 雅安_2015	26170	591453	0.0025132223609048276	590477	196825.66666666666	0.004111929846547791	0.009343293642258716	0.0	0.0	0.00031838666027635284	0	0	1	0
四川 雅安_2016	24480	598933	0.002083037289042321	598165	598165.0	0.0034037431143580784	0.009473974572233413	0.0	0.0	0.0002959049760517583	0	0	1	0
四川 雅安_2017	17242	509764	0.0018103350101512277	509298	509298.0	0.0028195673260056	0.011299867660976482	0.0	0.0	0.0001178092197495376	0	0	0	0
四川 雅安_2018	13254	454292	0.0015047964008266465	453882	32420.14285714286	0.0024543824165752333	0.013082695502355237	0.0	0.0	0.00019828942324216426	0	0	0	0
四川 雅安_2019	14491	489144	0.0014607978329452876	488774	488774.0	0.002326228481875059	0.013879625348320492	0.0	0.0	0.0001288939264363489	0	0	0	0
四川 雅安_2020	17258	618293	0.0013707431305054272	617913	617913.0	0.0022381791611440446	0.015303125197236504	0.0	0.0	7.44441369577918e-05	0	0	30	0
四川 雅安_2021	13737	642686	0.000881073726879598	642398	160599.5	0.0014010006257802795	0.013997552918906971	0.0	0.0	5.604002503121118e-05	0	0	0	0
四川 雅安_2022	9937	391448	0.0011246753777886837	391224	391224.0	0.001906835981432632	0.01156370774799092	0.0	0.0	5.3677688485369e-05	0	0	0	0
四川 雅安_2023	12766	352539	0.0021174353486814283	352313	352313.0	0.003471345082355746	0.007172599364769395	0.0	0.0	0.00010785863706420144	0	0	0	0
四川 雅安_2024	22587	1254371	0.0016034470523604001	1254173	1254173.0	0.0026057011273564333	0.01013337075507127	0.0	0.0	1.5149425159049031e-05	0	0	0	0
天津 东丽区_2010	18890	464460	0.0020916085783954713	464236	116059.0	0.003487450348529627	0.005292566711758675	0.0	0.0	9.477937945355379e-05	0	0	1	0
天津 东丽区_2011	167104	4127535	0.001972397585509957	4124929	4124929.0	0.0032170250687951233	0.007018545046472315	0.0	0.0	0.0001326083430769354	0	1	0	0
天津 东丽区_2012	141027	4205441	0.001816459090042534	4201581	2100790.5	0.002931753547057643	0.008556302972619117	0.0	0.0	9.996237130737215e-05	0	0	6	0
天津 东丽区_2013	51257	1625253	0.0017111725409742727	1624617	812308.5	0.002761266193816758	0.008752832205990704	0.0	0.0	7.940333013873423e-05	0	0	0	0
天津 东丽区_2014	52891	1467983	0.002348395842439277	1466533	1466533.0	0.0037223846991509906	0.009686110029573149	0.0	0.0	0.00014660427007097692	0	0	0	0
天津 东丽区_2015	40550	988167	0.002836087516452651	986923	986923.0	0.004562665983060482	0.007999610911894849	0.0	0.0	0.00021987530942130237	0	0	0	0
天津 东丽区_2016	44598	1097965	0.0023904665785968453	1096857	1096857.0	0.003806330269123505	0.00744673188938941	0.0	0.0	0.00014495964378218856	0	0	22	0
天津 东丽区_2017	31744	731773	0.0021081306767236365	730505	730505.0	0.0033059321975893387	0.007278526498791932	0.0	0.0	0.0001286781062415726	0	0	1	0
天津 东丽区_2018	22473	553558	0.0022423310107682563	552550	552550.0	0.0036268211021627003	0.007181250565559678	0.0	0.0	0.00011944620396344223	0	0	0	0
天津 东丽区_2019	17941	450407	0.0021284214318916263	449629	449629.0	0.0034517346523467124	0.00848032489007604	0.0	0.0	0.00011342684746757883	0	0	0	0
天津 东丽区_2020	13491	402478	0.0022973571681028262	401766	401766.0	0.0037160934474295983	0.010458824290756312	0.0	0.0	0.00010702747370359861	0	0	1	0
天津 东丽区_2021	9612	286781	0.0024554234120954927	286305	286305.0	0.004016695482090778	0.010212884860550811	0.0	0.0	0.00010478336040236811	0	0	0	0
天津 东丽区_2022	7412	254372	0.002116460397013352	254198	254198.0	0.003450066483607267	0.011337618706677472	0.0	0.0	4.3273353842280424e-05	0	0	0	0
天津 东丽区_2023	9124	328924	0.002162172024960771	328836	82209.0	0.003591455923317398	0.008283764551326497	0.0	0.0	5.4738532277487863e-05	0	0	0	0
天津 东丽区_2024	12810	473734	0.0022170888989303072	473594	236797.0	0.00375849356199614	0.007204483164904961	0.0	0.0	3.3784211793223734e-05	0	0	0	0
天津 保税区_2010	2513	88336	0.0018226277537528018	88334	88334.0	0.003045260035773315	0.005218828537143116	0.0	0.0	2.2641338555935428e-05	0	0	0	0
天津 保税区_2011	7333	267777	0.0022798368982258383	267563	29729.222222222223	0.0035991523491663647	0.00888388902800462	0.0	0.0	0.00017565956428953182	0	0	0	0
天津 保税区_2012	10927	706335	0.0029225399477511025	706235	353117.5	0.004791606193405878	0.011135103754416023	0.0	0.0	3.398302264826863e-05	0	0	0	0
天津 保税区_2013	3075	91623	0.0010703013225866343	91563	13080.42857142857	0.001812959383156952	0.00866070355929797	0.0	0.0	0.00027303605168026385	0	0	0	0
天津 保税区_2014	2140	58703	0.0013644193542885405	58633	4188.071428571428	0.002063684273361418	0.008271792335374277	0.0	0.0	0.0006822096771442703	0	0	0	0
天津 保税区_2015	1547	38446	0.0018528183716075156	38320	38320.0	0.0027922755741127347	0.008272442588726513	0.0	0.0	0.0014613778705636743	0	0	0	0
天津 保税区_2016	1804	52091	0.0010962170894474681	51997	51997.0	0.0015770140585033752	0.007058099505740716	0.0	0.0	0.0008654345443006328	0	0	0	0
天津 保税区_2017	1175	30302	0.001791044776119403	30150	15075.0	0.0030182421227197345	0.0096849087893864	0.0	0.0	0.0017247097844112769	0	0	0	0
天津 保税区_2018	1184	25439	0.0010678267747676487	25285	8428.333333333334	0.0018192604310856239	0.008938105596203283	0.0	0.0	0.002610243227209808	0	0	0	0
天津 保税区_2019	705	15355	0.002749230869935197	15277	15277.0	0.004647509327747594	0.010342344701184787	0.0	0.0	0.0020291942135235975	0	0	0	0
天津 保税区_2020	779	15318	0.0009171907756813418	15264	1526.4	0.001310272536687631	0.02397798742138365	0.0	0.0	0.0016378406708595387	0	0	0	0
天津 保税区_2021	804	11595	0.0020820681877331483	11527	1047.909090909091	0.0033833608050663658	0.010670599462132386	0.0	0.0	0.002168821028888696	0	0	0	0
天津 保税区_2022	482	6543	0.002614178071659234	6503	650.3	0.004459480239889282	0.008765185299092726	0.0	0.0	0.003690604336460095	0	0	0	0
天津 保税区_2023	445	5041	0.003997601439136518	5003	131.6578947368421	0.006196282230661603	0.013591844893064161	0.0	0.0	0.0033979612232660403	0	0	0	0
天津 保税区_2024	226	3369	0.0017937219730941704	3345	123.88888888888889	0.003288490284005979	0.012257100149476832	0.0	0.0	0.0029895366218236174	0	0	0	0
天津 北辰区_2010	16723	427903	0.0021832989319600835	427793	213896.5	0.0035531203175367524	0.004562954513047198	0.0	0.0	6.311463721940285e-05	0	0	1	0
天津 北辰区_2011	167452	4444643	0.002626626614006559	4441819	2220909.5	0.004246233356199341	0.008905810885135122	0.0	0.0	0.0001688497437648855	0	0	0	0
天津 北辰区_2012	167944	4499613	0.002576800964638304	4497437	26930.760479041917	0.004095443693819391	0.008600453991906946	0.0	0.0	7.315277568090448e-05	0	0	3	0
天津 北辰区_2013	65851	1761356	0.002132528039846576	1760352	135411.6923076923	0.003456695024631437	0.007050862554761775	0.0	0.0	0.0001192943229535911	0	1	0	0
天津 北辰区_2014	58426	1316554	0.002386560401203855	1314444	31296.285714285714	0.003809975928985944	0.007352918800648791	0.0	0.0	0.00023888427350271293	0	0	0	0
天津 北辰区_2015	41984	906042	0.002133037870544837	904344	100482.66666666667	0.0034721300743964685	0.006666710897623028	0.0	0.0	0.0002576453208071265	0	0	0	0
